PWSID,ZIPCODE
FL6091735,34446
FL6094948,34452
FL6094948,34442
FL6094948,34429
FL6094948,34461
FL6094948,34453
FL6094948,34445
FL6094948,34465
FL6094948,34428
FL6140451,34266
FL6144898,34269
FL6144898,34266
FL6272180,34601
FL6277059,34613
FL6277059,34601
FL6277059,34609
FL6277059,34608
FL6277059,34607
FL6277059,34604
FL6277059,34606
FL6280049,33825
FL6280250,33876
FL6280250,33875
FL6280250,33872
FL6280250,33870
FL6290323,33563
FL6290323,33566
FL6290323,33565
FL6290327,33603
FL6290327,33604
FL6290327,33616
FL6290327,33619
FL6290327,33609
FL6290327,33647
FL6290327,33611
FL6290327,33602
FL6290327,33629
FL6290327,33607
FL6290327,33605
FL6290327,33612
FL6290327,33610
FL6290327,33621
FL6290327,33613
FL6291791,33637
FL6291791,33617
FL6291791,33592
FL6291864,33567
FL6291882,33620
FL6296193,33621
FL6410182,34205
FL6410182,34210
FL6410182,34208
FL6410182,34209
FL6410322,34221
FL6411132,34218
FL6411132,34201
FL6411132,34216
FL6411132,34217
FL6411132,34215
FL6411132,34209
FL6411132,34203
FL6411132,34264
FL6411132,34205
FL6411132,34206
FL6411132,34207
FL6411132,34219
FL6411132,34250
FL6411132,34243
FL6411132,34222
FL6411132,34211
FL6411132,34212
FL6411132,34204
FL6411132,34202
FL6411132,34208
FL6411132,34221
FL6411132,34210
FL6421144,34473
FL6424619,34481
FL6424619,34476
FL6424630,34481
FL6510424,33525
FL6511255,34655
FL6511255,34652
FL6511255,34653
FL6511255,34654
FL6511255,34668
FL6511361,34654
FL6511361,34610
FL6511361,34638
FL6511361,34691
FL6511361,33544
FL6511361,33541
FL6511361,34655
FL6511361,34367
FL6511361,33543
FL6511361,34690
FL6511361,34667
FL6511361,33576
FL6512020,33540
FL6512020,33541
FL6512020,33542
FL6512214,34655
FL6512214,34653
FL6520486,34698
FL6520486,34697
FL6520705,33711
FL6520705,33707
FL6521405,33770
FL6521405,33754
FL6521405,33708
FL6521405,33709
FL6521405,33777
FL6521405,33772
FL6521405,33776
FL6521405,33778
FL6521405,33773
FL6521405,33785
FL6521405,33771
FL6521405,33744
FL6521405,33760
FL6521405,33774
FL6521405,33756
FL6521405,34699
FL6521405,33763
FL6521405,34698
FL6521405,34681
FL6521405,34683
FL6521405,33761
FL6521405,34677
FL6521405,34685
FL6521405,34688
FL6521405,33762
FL6521405,33715
FL6521405,33706
FL6521406,33782
FL6521406,33781
FL6521417,34677
FL6521576,34695
FL6521715,33715
FL6521715,33709
FL6521715,33710
FL6521715,33711
FL6521715,33712
FL6521715,33714
FL6521715,33716
FL6521715,33731
FL6521715,33733
FL6521715,33747
FL6521715,33701
FL6521715,33713
FL6521715,33707
FL6521715,33702
FL6521715,33704
FL6521715,33708
FL6521715,33744
FL6521715,33743
FL6521715,33705
FL6521715,33742
FL6521715,33734
FL6521715,33703
FL6521784,34688
FL6521784,34689
FL6530315,33830
FL6530617,33896
FL6530617,33837
FL6530852,33830
FL6530852,33813
FL6530852,33860
FL6530852,33812
FL6530852,33811
FL6531014,33811
FL6531014,33810
FL6531014,33815
FL6531014,33801
FL6531014,33805
FL6531014,33803
FL6531014,33809
FL6531014,33813
FL6531014,33812
FL6531894,33859
FL6531917,33880
FL6531992,33881
FL6531992,33884
FL6531992,33880
FL6532232,33845
FL6532232,33844
FL6532234,33853
FL6532234,33859
FL6532348,33809
FL6532348,33810
FL6534609,33880
FL6534609,33823
FL6534609,33830
FL6580326,34234
FL6580326,34230
FL6580326,34236
FL6580326,34239
FL6580326,34232
FL6580326,34242
FL6580326,34231
FL6580326,34277
FL6580326,34278
FL6580326,34237
FL6580326,34276
FL6580326,34243
FL6580531,34223
FL6580651,34288
FL6580651,34293
FL6580651,34291
FL6580651,34286
FL6580651,34287
FL6580651,34290
FL6581591,34274
FL6581591,34275
FL6581591,34241
FL6581591,34223
FL6581591,34229
FL6581591,34285
FL6581591,34231
FL6581591,34242
FL6581591,34234
FL6581591,34233
FL6581591,34235
FL6581591,34238
FL6581591,34237
FL6581591,34240
FL6581591,34239
FL6581591,34293
FL6581591,34232
FL6581591,34292
FL6581901,34292
FL6581901,34285
FL6588003,34239
FL6600331,34484
FL6600331,32163
FL6600331,34785
FL6604862,32162
FL6604862,32159
FL6605012,32163
FL6605012,32162
FL6605038,32163
GA0090000,31061
GA0090001,31059
GA0090001,31061
GA0130002,30620
GA0130002,30666
GA0130002,30680
GA0130002,30011
GA0130031,30680
GA0130031,30548
GA0130031,30011
GA0130031,30656
GA0130031,30620
GA0130031,30666
GA0150001,30121
GA0150001,30120
GA0150001,30102
GA0150001,30103
GA0150001,30104
GA0150001,30101
GA0150001,30161
GA0150001,30137
GA0150001,30184
GA0150001,30145
GA0150001,30139
GA0150001,30171
GA0150001,30178
GA0150002,30120
GA0150002,30121
GA0170000,31750
GA0210001,31211
GA0310004,30458
GA0310004,30461
GA0350051,30233
GA0350051,30216
GA0350051,30234
GA0390000,31548
GA0390001,31558
GA0450001,30117
GA0450001,30185
GA0450001,30108
GA0450001,30116
GA0450001,30182
GA0450001,30110
GA0450001,30109
GA0450001,30170
GA0450001,30179
GA0450001,30180
GA0450001,30150
GA0450002,30119
GA0450002,30116
GA0450002,30118
GA0450002,30117
GA0450006,30180
GA0470000,30710
GA0470000,37363
GA0470000,30741
GA0470000,30736
GA0470000,37412
GA0510033,31411
GA0510034,31419
GA0510259,31405
GA0550003,30747
GA0570002,30107
GA0570002,30114
GA0570002,30115
GA0570002,30142
GA0570002,30146
GA0570002,30151
GA0570002,30169
GA0570002,30188
GA0570002,30189
GA0570002,30102
GA0570003,30188
GA0590000,30601
GA0610029,39824
GA0610029,39851
GA0670001,30106
GA0670001,30168
GA0670003,30339
GA0670003,30188
GA0670003,30168
GA0670003,30152
GA0670003,30080
GA0670003,30008
GA0670003,30060
GA0670003,30062
GA0670003,30064
GA0670003,30066
GA0670003,30067
GA0670003,30075
GA0670003,30144
GA0670003,30082
GA0670003,30101
GA0670003,30102
GA0670003,30106
GA0670003,30126
GA0670003,30127
GA0670003,30141
GA0670003,30068
GA0670005,30064
GA0670005,30062
GA0670005,30068
GA0670005,30066
GA0670005,30060
GA0670005,30067
GA0670005,30008
GA0670007,30126
GA0670007,30080
GA0670007,30082
GA0710004,31788
GA0710004,31768
GA0730000,30814
GA0730000,30909
GA0730000,30809
GA0730000,30813
GA0730000,30802
GA0730000,30917
GA0730000,30907
GA0730001,30813
GA0770002,30263
GA0770002,30265
GA0770042,30276
GA0770042,30265
GA0770042,30263
GA0770042,30230
GA0770042,30220
GA0770042,30259
GA0770042,30275
GA0770042,30289
GA0810001,31015
GA0830000,30752
GA0850007,30534
GA0870001,39819
GA0870001,39818
GA0870001,39817
GA0890001,30333
GA0890001,30346
GA0890001,30086
GA0890001,30021
GA0890001,30030
GA0890001,30031
GA0890001,30033
GA0890001,30341
GA0890001,30329
GA0890001,30322
GA0890001,30319
GA0890001,30312
GA0890001,30294
GA0890001,30088
GA0890001,30012
GA0890001,30087
GA0890001,30032
GA0890001,30085
GA0890001,30084
GA0890001,30083
GA0890001,30079
GA0890001,30074
GA0890001,30072
GA0890001,30058
GA0890001,30038
GA0890001,30037
GA0890001,30036
GA0890001,30035
GA0890001,30034
GA0890001,30360
GA0890001,30340
GA0890001,30345
GA0890001,30002
GA0890001,30356
GA0890001,30338
GA0890001,30359
GA0890001,30362
GA0890001,30366
GA0890001,31107
GA0890001,31119
GA0890001,31141
GA0890001,31145
GA0890001,31146
GA0890001,39901
GA0950000,31701
GA0950035,31704
GA0970000,30135
GA0970000,30134
GA0970000,30180
GA0970000,30122
GA0970000,30187
GA0990000,39823
GA1030131,31326
GA1030131,31312
GA1030147,31312
GA1110000,30513
GA1110000,30559
GA1150000,30124
GA1150000,30125
GA1150000,30161
GA1150000,35960
GA1150001,30172
GA1150001,30161
GA1150001,30145
GA1150001,30124
GA1150002,30162
GA1150002,30161
GA1150002,30165
GA1170000,30040
GA1210002,30337
GA1210002,30349
GA1210003,30344
GA1210004,30213
GA1210005,30022
GA1210005,30075
GA1210005,30004
GA1210005,30097
GA1210005,30076
GA1210009,30115
GA1230000,30540
GA1270000,31520
GA1270001,31522
GA1270187,31525
GA1290000,30701
GA1350004,30019
GA1350004,30097
GA1350004,30092
GA1350004,30096
GA1350004,30052
GA1350004,30058
GA1350004,30078
GA1350004,30012
GA1350004,30093
GA1350004,30017
GA1350004,30011
GA1350004,30071
GA1350004,30046
GA1350004,30044
GA1350004,30043
GA1350004,30039
GA1350004,30024
GA1350004,30084
GA1350004,30620
GA1350004,30548
GA1350004,30519
GA1350004,30518
GA1350004,30517
GA1350004,30087
GA1350004,30360
GA1350004,30350
GA1350004,30047
GA1350004,30340
GA1350004,30045
GA1350005,30046
GA1350006,30052
GA1370001,30511
GA1370001,30535
GA1370004,30563
GA1370004,30535
GA1370004,30511
GA1370004,30523
GA1370004,30531
GA1430000,30110
GA1430002,30176
GA1430007,30176
GA1470000,30643
GA1470065,30662
GA1470065,30520
GA1470065,30516
GA1470065,30553
GA1470065,30643
GA1490000,30170
GA1490000,30230
GA1490000,30263
GA1490000,30240
GA1490000,30217
GA1510001,30248
GA1510001,30253
GA1510001,30252
GA1510001,30228
GA1510001,30281
GA1530006,31069
GA1530007,31093
GA1530007,31088
GA1530007,31005
GA1530007,31008
GA1530007,31028
GA1530007,31047
GA1530007,31099
GA1530007,31095
GA1530021,31088
GA1530021,31047
GA1530021,31005
GA1530021,31093
GA1530021,31028
GA1570000,30548
GA1570000,30542
GA1570000,30519
GA1570000,30517
GA1570003,30549
GA1570117,30549
GA1590000,31064
GA1750002,31021
GA1770068,31721
GA1770068,31707
GA1770068,31763
GA1790000,31313
GA1790005,31320
GA1850002,31605
GA1890001,30824
GA1990005,30293
GA2010000,39837
GA2150000,31902
GA2150000,31909
GA2150000,31905
GA2150000,31907
GA2150000,31993
GA2150000,31903
GA2150000,31906
GA2150000,31998
GA2150000,31908
GA2150000,31914
GA2150000,31904
GA2150000,31999
GA2150000,31901
GA2150000,31997
GA2150000,31917
GA2170001,30014
GA2170001,30054
GA2170001,30016
GA2170004,30014
GA2170004,30016
GA2190000,30606
GA2190000,30622
GA2190000,30621
GA2190000,30666
GA2190000,30605
GA2190000,30677
GA2230000,30157
GA2230000,30132
GA2230002,30180
GA2230002,30179
GA2230002,30153
GA2230002,30101
GA2230002,30134
GA2230002,30141
GA2230002,30132
GA2230002,30127
GA2230002,30157
GA2250001,31030
GA2270002,30143
GA2270002,30139
GA2270002,30175
GA2270002,30183
GA2310004,30295
GA2330000,30125
GA2330001,30125
GA2370000,31024
GA2410006,30525
GA2450000,30906
GA2450000,30815
GA2450000,30909
GA2450000,30901
GA2450001,30805
GA2470000,30094
GA2470000,30013
GA2470000,30281
GA2550000,30224
GA2610000,31709
GA2710004,31060
GA2750005,31792
GA2770001,31793
GA2770001,31794
GA2770001,31749
GA2790002,30474
GA2850000,30230
GA2850001,30240
GA2910000,30512
GA2910003,30512
GA2910003,30514
GA2910051,30512
GA2950002,30707
GA2950002,30753
GA2950002,30747
GA2950002,30739
GA2950002,30728
GA2950003,30707
GA2950003,30725
GA2950003,30741
GA2970001,30655
GA2970001,30656
GA2970002,30025
GA2970008,30656
GA2970008,30052
GA2970008,30655
GA2990001,31503
GA2990002,31501
GA3050000,31545
GA3170002,30673
GU0000003,96913
GU0000006,96913
GU0000010,96910
GU0000010,96913
GU0000010,96915
GU0000010,96929
HI0000101,96720
HI0000108,96772
HI0000129,96755
HI0000129,96719
HI0000131,96739
HI0000131,96725
HI0000131,96745
HI0000135,96738
HI0000212,96733
HI0000212,96793
HI0000212,96784
HI0000212,96779
HI0000212,96753
HI0000212,96732
HI0000213,96708
HI0000213,96768
HI0000213,96788
HI0000214,96761
HI0000214,96767
HI0000215,96790
HI0000331,96818
HI0000331,96762
HI0000331,96717
HI0000331,96701
HI0000331,96730
HI0000331,96817
HI0000331,96744
HI0000331,96826
HI0000331,96819
HI0000331,96795
HI0000331,96813
HI0000331,96815
HI0000331,96814
HI0000331,96782
HI0000331,96734
HI0000331,96825
HI0000331,96822
HI0000331,96821
HI0000331,96816
HI0000332,96712
HI0000332,96791
HI0000333,96786
HI0000334,96797
HI0000335,96707
HI0000335,96792
HI0000335,96706
HI0000335,96797
HI0000335,96759
HI0000345,96857
HI0000356,96863
HI0000360,96860
HI0000360,96853
HI0000360,96818
HI0000360,96861
HI0000360,96706
HI0000367,96789
HI0000400,96746
HI0000400,96715
HI0000400,96766
HI0000406,96796
HI0000406,96752
HI0000434,96741
HI0000434,96756
HI0000434,96765
IA0400900,52551
IA0400900,50052
IA0400900,52593
IA0400900,52651
IA0400900,52620
IA0400900,50238
IA0400900,52501
IA0400900,52531
IA0400900,52533
IA0400900,52535
IA0400900,52536
IA0400900,52537
IA0400900,52544
IA0400900,52590
IA0400900,50008
IA0400900,52594
IA0400900,50057
IA0400900,50060
IA0400900,50068
IA0400900,50103
IA0400900,50116
IA0400900,50123
IA0400900,50138
IA0400900,50139
IA0400900,50144
IA0400900,50147
IA0400900,50150
IA0400900,50151
IA0400900,52549
IA0400900,52553
IA0400900,50049
IA0400900,50044
IA0400900,50272
IA0400900,50275
IA0400900,52542
IA0400900,52573
IA0400900,52626
IA0400900,50165
IA0400900,50264
IA0400900,52630
IA0400900,52552
IA0400900,52588
IA0400900,52554
IA0400900,52572
IA0400900,52584
IA0400900,52583
IA0400900,52581
IA0400900,52574
IA0400900,52555
IA0400900,52571
IA0400900,52570
IA0400900,52569
IA0400900,52567
IA0400900,52565
IA0400900,52560
IA0400900,52556
IA0400901,52658
IA0400901,52627
IA0400901,52625
IA0400901,52630
IA0400901,52656
IA0400901,52639
IA0400901,52632
IA0400901,52649
IA0400901,52619
IA0400901,52631
IA0400901,52624
IA0400901,52626
IA0472012,52572
IA0709084,50613
IA0790074,50706
IA0790074,50707
IA0790074,50702
IA0790074,50703
IA0790074,50704
IA0790074,50705
IA0790074,50701
IA0819033,50036
IA0990701,50622
IA0990701,50232
IA0990701,50162
IA0990701,50168
IA0990701,50169
IA0990701,50170
IA0990701,50173
IA0990701,50201
IA0990701,50203
IA0990701,50206
IA0990701,50207
IA0990701,50208
IA0990701,50214
IA0990701,50219
IA0990701,50601
IA0990701,50230
IA0990701,50154
IA0990701,50234
IA0990701,50236
IA0990701,50237
IA0990701,50239
IA0990701,50242
IA0990701,50247
IA0990701,50248
IA0990701,50251
IA0990701,50256
IA0990701,50258
IA0990701,50624
IA0990701,50259
IA0990701,50278
IA0990701,50228
IA0990701,50102
IA0990701,50005
IA0990701,50006
IA0990701,50010
IA0990701,50014
IA0990701,50028
IA0990701,50043
IA0990701,50044
IA0990701,50046
IA0990701,50051
IA0990701,50054
IA0990701,50055
IA0990701,50056
IA0990701,50071
IA0990701,50161
IA0990701,50135
IA0990701,50269
IA0990701,50153
IA0990701,50148
IA0990701,50142
IA0990701,50141
IA0990701,50075
IA0990701,50137
IA0990701,50078
IA0990701,50127
IA0990701,50122
IA0990701,50120
IA0990701,50112
IA0990701,50106
IA0990701,50158
IA0990701,50138
IA0990701,50677
IA0990701,50652
IA0990701,50654
IA0990701,50604
IA0990701,50657
IA0990701,50662
IA0990701,50665
IA0990701,50668
IA0990701,50669
IA0990701,50670
IA0990701,50671
IA0990701,50672
IA0990701,50673
IA0990701,50674
IA0990701,50651
IA0990701,50703
IA0990701,52342
IA0990701,52329
IA0990701,52326
IA0990701,52057
IA0990701,52050
IA0990701,50675
IA0990701,50704
IA0990701,50676
IA0990701,50702
IA0990701,50701
IA0990701,50691
IA0990701,50682
IA0990701,50680
IA0990701,50655
IA0990701,52038
IA0990701,50626
IA0990701,50607
IA0990701,50608
IA0990701,50609
IA0990701,50612
IA0990701,50613
IA0990701,50619
IA0990701,50621
IA0990701,50623
IA0990701,50660
IA0990701,50625
IA0990701,50650
IA0990701,50627
IA0990701,50628
IA0990701,50629
IA0990701,50643
IA0990701,50649
IA0990701,50632
IA0990701,50635
IA0990701,50637
IA0990701,50638
IA0990701,50641
IA0990701,50648
IA0990701,50647
IA0990701,50642
IA0990701,50644
IA0990701,50631
IA1178097,50588
IA1400902,51465
IA1400902,51463
IA1400902,51454
IA1400902,51446
IA1400902,51430
IA1400902,51527
IA1400902,50025
IA1400902,51401
IA1400902,50058
IA1400902,51440
IA1400902,51444
IA1400902,50110
IA1400902,51432
IA1400902,51567
IA1400902,51455
IA1415072,51401
IA1750048,50401
IA2171071,51301
IA2326048,52732
IA2520098,50063
IA2573080,50263
IA2909053,52601
IA3070078,51360
IA3126052,52002
IA3126052,52001
IA3342041,52142
IA4364044,51564
IA5059064,50208
IA5208071,52241
IA5225079,52240
IA5225079,52246
IA5225079,52245
IA5225101,52242
IA5252072,52317
IA5625062,52627
IA5640019,52632
IA5715093,52405
IA5715093,52411
IA5715093,52233
IA5715093,52302
IA5715093,52227
IA5715093,52324
IA5715093,52328
IA5715093,52404
IA5715093,52403
IA5715093,52402
IA5715093,52401
IA5751035,52302
IA6171029,50273
IA6273005,52577
IA6368033,50219
IA6469042,50158
IA6950075,51639
IA6950075,51652
IA6950075,51630
IA6950075,51636
IA6950075,51533
IA6950075,50864
IA6950075,51566
IA6950075,51638
IA6950075,64498
IA6950075,51573
IA6950075,51601
IA6950075,51650
IA6950075,51640
IA6950075,51647
IA6950075,51645
IA6950075,51632
IA7048001,52761
IA7329029,51632
IA7329029,51646
IA7329029,64445
IA7329029,50864
IA7329029,51637
IA7329029,51631
IA7465010,51358
IA7707030,50009
IA7709053,50021
IA7709053,50023
IA7720051,50325
IA7727031,50321
IA7740011,50111
IA7740011,50131
IA7780042,50322
IA7780042,50323
IA7785007,50265
IA7785007,50266
IA7820080,51502
IA7820080,51501
IA7820080,51503
IA7822086,51526
IA8018040,50845
IA8080701,50801
IA8482096,51247
IA8503039,50010
IA8503039,50014
IA8503528,50013
IA8503528,50012
IA8503528,50011
IA8670701,52339
IA8816089,50861
IA8816089,50845
IA8816089,50133
IA8816089,50801
IA8816089,50108
IA8816089,50831
IA8816089,50030
IA8816089,50155
IA8816089,50254
IA8816089,50830
IA8816089,50149
IA8816089,50273
IA8816089,50065
IA8816089,50074
IA8816089,50842
IA8816089,50848
IA8816089,50834
IA8816089,50850
IA8816089,50840
IA8816089,50859
IA8816089,50863
IA8816089,50860
IA8816089,50838
IA8816089,50852
IA8816089,50862
IA8816089,50857
IA8816089,50067
IA8816089,50833
IA8816089,50858
IA8816089,50835
IA8816089,50836
IA9083012,52501
IA9133075,50125
IA9133701,50001
IA9133701,50038
IA9133701,50266
IA9133701,50263
IA9133701,50069
IA9133701,50070
IA9133701,50305
IA9133701,50321
IA9133701,50261
IA9133701,50021
IA9133701,50063
IA9133701,50009
IA9133701,39525
IA9133701,50322
IA9133701,50166
IA9133701,50145
IA9133701,50324
IA9133701,50312
IA9133701,50222
IA9133701,50125
IA9133701,50139
IA9133701,50151
IA9133701,50265
IA9133701,50257
IA9133701,50061
IA9133701,50273
IA9133701,50174
IA9133701,50033
IA9133701,50047
IA9133701,50245
IA9133701,50072
IA9133701,50160
IA9133701,50211
IA9133701,50118
IA9133701,50229
IA9133701,50210
IA9155083,50166
IA9164078,50211
IA9778054,51101
IA9778054,51103
IA9778054,51104
IA9778054,51105
IA9778054,51106
IA9778054,51107
IA9778054,51111
IA9778054,51102
IA9778054,51108
IA9780059,51055
IA9855202,50459
ID1050024,83861
ID1280053,83814
ID1280053,83815
ID1400089,83868
ID1400089,83849
ID1400089,83837
ID2290042,83844
ID2350014,83501
ID2350015,83501
ID3020012,83654
ID3140013,83607
ID3140013,83605
ID3140080,83651
ID3140080,83687
ID3140080,83686
ID3140080,83653
ID3140080,83652
ID3370035,83672
ID4010016,83702
ID4010016,83705
ID4010016,83713
ID4010016,83706
ID4010016,83704
ID4010016,83716
ID4010016,83703
ID4010016,83712
ID4010016,83714
ID4010016,83709
ID4010016,83642
ID4010049,83616
ID4010066,83714
ID4010085,83634
ID4010085,83642
ID4010097,83642
ID4010097,83646
ID4200032,83647
ID5070028,83340
ID5160008,83318
ID5270011,83338
ID5420058,83301
ID6030008,83202
ID6030043,83201
ID6030043,83206
ID6030043,83209
ID6030043,83204
ID6030043,83202
ID6030043,83205
ID6060007,83221
ID6210007,83237
ID7100030,83401
ID7100030,83406
ID7100039,83404
ID7100039,83402
ID7100039,83401
ID7330022,83440
IL0050020,62284
IL0050020,62294
IL0050020,62074
IL0050020,62058
IL0050020,62281
IL0050020,62046
IL0050020,62249
IL0050020,62246
IL0050020,62097
IL0050020,62025
IL0050020,62061
IL0050020,62001
IL0050020,62275
IL0070050,61008
IL0075050,61065
IL0170150,62618
IL0190650,61866
IL0195300,61880
IL0195300,61825
IL0195300,61820
IL0195300,61821
IL0195300,61824
IL0195300,61826
IL0195300,61801
IL0195300,61802
IL0195300,61815
IL0195300,61874
IL0195300,61863
IL0195300,61872
IL0195300,61873
IL0195300,61953
IL0195300,61822
IL0210500,62557
IL0210600,62568
IL0270250,62245
IL0270250,62216
IL0270250,62230
IL0290100,61920
IL0290250,61938
IL0310030,60803
IL0310270,60455
IL0310420,60827
IL0310630,60016
IL0310630,60018
IL0310660,60426
IL0310810,60201
IL0310810,60202
IL0310840,60805
IL0310900,60130
IL0310960,60131
IL0311000,60464
IL0311020,60026
IL0311020,60025
IL0311050,60425
IL0311170,60429
IL0311200,60457
IL0311290,60169
IL0311290,60067
IL0311290,60179
IL0311290,60192
IL0311290,60010
IL0311350,60430
IL0311530,60525
IL0311560,60526
IL0311620,60439
IL0311650,60712
IL0311710,60534
IL0311800,60443
IL0311860,60160
IL0311920,60445
IL0311950,60053
IL0311980,60056
IL0312010,60714
IL0312040,60706
IL0312070,60062
IL0312100,60093
IL0312160,60546
IL0312220,60453
IL0312250,60302
IL0312280,60461
IL0312340,60067
IL0312370,60462
IL0312370,60464
IL0312370,60463
IL0312460,60068
IL0312520,60469
IL0312550,60471
IL0312580,60827
IL0312610,60305
IL0312640,60171
IL0312700,60472
IL0312730,60008
IL0312730,60067
IL0312850,60176
IL0312880,60076
IL0312880,60077
IL0312880,60203
IL0312940,60411
IL0313000,60402
IL0313060,60107
IL0313300,60091
IL0313330,60093
IL0313360,60482
IL0314120,60103
IL0314180,60089
IL0314480,60133
IL0314710,60164
IL0314740,60466
IL0314890,60173
IL0314890,60193
IL0314890,60194
IL0314890,60195
IL0314910,60477
IL0314970,60090
IL0315150,60004
IL0315150,60090
IL0315150,60089
IL0315150,60070
IL0315150,60062
IL0315150,60056
IL0315310,60062
IL0315350,60025
IL0315350,60714
IL0315350,60053
IL0315350,60016
IL0315620,60803
IL0315880,60164
IL0315880,60131
IL0316000,60638
IL0316000,60639
IL0316000,60640
IL0316000,60641
IL0316000,60637
IL0316000,60643
IL0316000,60631
IL0316000,60642
IL0316000,60636
IL0316000,60634
IL0316000,60644
IL0316000,60632
IL0316000,60630
IL0316000,60629
IL0316000,60628
IL0316000,60633
IL0316000,60654
IL0316000,60827
IL0316000,60666
IL0316000,60661
IL0316000,60660
IL0316000,60659
IL0316000,60657
IL0316000,60647
IL0316000,60655
IL0316000,60645
IL0316000,60653
IL0316000,60652
IL0316000,60651
IL0316000,60707
IL0316000,60649
IL0316000,60626
IL0316000,60646
IL0316000,60656
IL0316000,60608
IL0316000,60617
IL0316000,60616
IL0316000,60615
IL0316000,60614
IL0316000,60612
IL0316000,60611
IL0316000,60618
IL0316000,60609
IL0316000,60613
IL0316000,60607
IL0316000,60606
IL0316000,60605
IL0316000,60604
IL0316000,60603
IL0316000,60602
IL0316000,60601
IL0316000,60610
IL0316000,60621
IL0316000,60620
IL0316000,60619
IL0316000,60624
IL0316000,60625
IL0316000,60622
IL0316000,60623
IL0335030,62449
IL0335030,62433
IL0335030,62454
IL0335030,62451
IL0370550,60178
IL0415030,61953
IL0430050,60101
IL0430060,60527
IL0430060,60561
IL0430060,60439
IL0430100,60108
IL0430200,60188
IL0430270,60561
IL0430300,60515
IL0430300,60516
IL0430350,60126
IL0430400,60139
IL0430450,60137
IL0430500,60143
IL0430551,60532
IL0430600,60148
IL0430700,60523
IL0430900,60185
IL0430950,60516
IL0430950,60559
IL0430950,60515
IL0430950,60527
IL0430950,60523
IL0430950,60514
IL0431050,60187
IL0431150,60190
IL0431150,60185
IL0431150,60188
IL0431150,60187
IL0431200,60191
IL0431250,60517
IL0431250,60532
IL0431250,60515
IL0431250,60540
IL0431250,60516
IL0431250,60565
IL0434140,60106
IL0434190,60527
IL0434520,60521
IL0434670,60540
IL0434670,60563
IL0434670,60564
IL0434670,60565
IL0434670,60566
IL0434670,60567
IL0434820,60172
IL0435150,60189
IL0490250,62467
IL0490250,62401
IL0490250,62461
IL0510350,62471
IL0550050,62812
IL0550700,62896
IL0555200,62832
IL0555200,62888
IL0555200,62932
IL0555200,62865
IL0555200,62983
IL0555200,62883
IL0555200,62884
IL0630550,60447
IL0630600,60450
IL0710010,62358
IL0710010,62380
IL0710010,62330
IL0710010,62313
IL0710010,62379
IL0710010,62341
IL0710010,62334
IL0710010,62336
IL0710010,61450
IL0710010,62316
IL0710010,61473
IL0710010,61471
IL0710010,62321
IL0710010,62326
IL0710010,61480
IL0710010,62373
IL0710010,61454
IL0710010,61478
IL0710010,62329
IL0710010,61420
IL0710010,62351
IL0710010,62367
IL0710010,62374
IL0710010,61418
IL0710010,62354
IL0710010,61460
IL0730650,61443
IL0770150,62902
IL0770150,62901
IL0770150,62903
IL0770150,62918
IL0770150,62924
IL0770150,62958
IL0770250,62832
IL0770250,62927
IL0770300,62932
IL0770500,62966
IL0775420,62958
IL0775420,62909
IL0790010,62434
IL0790010,62432
IL0790010,62858
IL0790010,62424
IL0790010,62868
IL0790010,62857
IL0790010,62431
IL0790010,62428
IL0790010,62420
IL0790010,62436
IL0790010,62946
IL0790010,62880
IL0790010,62438
IL0790010,62419
IL0790010,62418
IL0790010,62442
IL0790010,62443
IL0790010,62426
IL0790010,62879
IL0790010,62075
IL0790010,62549
IL0790010,62448
IL0790010,62479
IL0790010,62476
IL0790010,62475
IL0790010,62473
IL0790010,62469
IL0790010,62468
IL0790010,62467
IL0790010,62466
IL0790010,62449
IL0790010,62450
IL0790010,62445
IL0790010,62076
IL0790010,62444
IL0790010,62015
IL0790010,62011
IL0790010,61957
IL0790010,62465
IL0790010,62463
IL0790010,62462
IL0790010,61951
IL0790010,61938
IL0790010,61928
IL0790010,62461
IL0790010,62459
IL0790010,62458
IL0790010,62454
IL0790010,62452
IL0790010,62425
IL0790010,62838
IL0790010,62414
IL0790010,62824
IL0790010,62815
IL0790010,62806
IL0790010,62571
IL0790010,62568
IL0790010,62565
IL0790010,62557
IL0790010,62447
IL0790010,62553
IL0790010,62839
IL0790010,62546
IL0790010,62411
IL0790010,62080
IL0790010,62480
IL0790010,62083
IL0790010,62346
IL0790010,62555
IL0790010,62401
IL0790010,62413
IL0790010,62481
IL0790010,62510
IL0790010,62521
IL0790010,62534
IL0810300,62864
IL0835300,62012
IL0835300,62052
IL0835300,62035
IL0835300,62031
IL0850500,61087
IL0890200,60110
IL0890600,60542
IL0890600,60506
IL0890800,60177
IL0894070,60506
IL0894070,60504
IL0894070,60502
IL0894070,60505
IL0894070,60564
IL0894130,60510
IL0894380,60120
IL0894380,60124
IL0894380,60123
IL0894690,60538
IL0894830,60174
IL0910020,60961
IL0930150,60543
IL0930200,60545
IL0930250,60560
IL0950200,61439
IL0950200,61448
IL0950200,61410
IL0950200,61401
IL0950200,61453
IL0950200,61430
IL0970050,60002
IL0970350,60046
IL0970500,60015
IL0970500,60069
IL0970500,60035
IL0970800,60045
IL0970850,60047
IL0970900,60048
IL0970900,60060
IL0970950,60045
IL0970950,60069
IL0971000,60046
IL0971250,60064
IL0971500,60073
