PWSID,ZIPCODE
CT0040011,6001
CT0150011,6468
CT0150011,6484
CT0150011,6604
CT0150011,6605
CT0150011,6606
CT0150011,6608
CT0150011,6610
CT0150011,6611
CT0150011,6612
CT0150011,6614
CT0150011,6615
CT0150011,6650
CT0150011,6824
CT0150011,6825
CT0150011,6880
CT0150011,6881
CT0170011,6010
CT0330011,6416
CT0340011,6810
CT0350011,6820
CT0450011,6357
CT0473011,6016
CT0473011,6029
CT0473011,6066
CT0473011,6071
CT0473011,6074
CT0473011,6078
CT0473011,6082
CT0473011,6084
CT0473011,6088
CT0473011,6093
CT0473011,6096
CT0490021,6082
CT0520011,6001
CT0520011,6032
CT0520011,6085
CT0570011,6807
CT0570011,6830
CT0570011,6831
CT0570011,6870
CT0590011,6340
CT0608011,6413
CT0608011,6437
CT0608011,6443
CT0608011,6475
CT0608011,6498
CT0640011,6002
CT0640011,6026
CT0640011,6032
CT0640011,6033
CT0640011,6040
CT0640011,6042
CT0640011,6067
CT0640011,6073
CT0640011,6074
CT0640011,6095
CT0640011,6096
CT0640011,6101
CT0640011,6102
CT0640011,6103
CT0640011,6104
CT0640011,6105
CT0640011,6106
CT0640011,6107
CT0640011,6108
CT0640011,6109
CT0640011,6110
CT0640011,6111
CT0640011,6112
CT0640011,6114
CT0640011,6115
CT0640011,6117
CT0640011,6118
CT0640011,6119
CT0640011,6120
CT0640011,6123
CT0640011,6127
CT0640011,6128
CT0640011,6129
CT0640011,6131
CT0640011,6133
CT0640011,6134
CT0640011,6137
CT0640011,6138
CT0640011,6140
CT0640011,6141
CT0640011,6142
CT0640011,6143
CT0640011,6144
CT0640011,6145
CT0640011,6146
CT0640011,6147
CT0640011,6150
CT0640011,6151
CT0640011,6152
CT0640011,6153
CT0640011,6154
CT0640011,6155
CT0640011,6156
CT0640011,6160
CT0640011,6161
CT0640011,6167
CT0640011,6176
CT0640011,6180
CT0640011,6183
CT0640011,6199
CT0640011,6480
CT0770021,6040
CT0770021,6045
CT0780021,6269
CT0800011,6450
CT0800011,6451
CT0830011,6457
CT0880011,6403
CT0880011,6762
CT0880011,6770
CT0890011,6050
CT0890011,6051
CT0890011,6052
CT0890011,6053
CT0930011,6401
CT0930011,6405
CT0930011,6410
CT0930011,6418
CT0930011,6460
CT0930011,6461
CT0930011,6471
CT0930011,6472
CT0930011,6473
CT0930011,6477
CT0930011,6483
CT0930011,6510
CT0930011,6511
CT0930011,6512
CT0930011,6513
CT0930011,6514
CT0930011,6515
CT0930011,6516
CT0930011,6517
CT0930011,6518
CT0930011,6519
CT0930011,6520
CT0930011,6524
CT0930011,6525
CT0950011,6320
CT1030011,6840
CT1030011,6850
CT1030011,6851
CT1030011,6852
CT1030011,6854
CT1030011,6855
CT1030011,6880
CT1030011,6897
CT1030021,6897
CT1040011,6360
CT1100011,6062
CT1240011,6478
CT1240011,6483
CT1280021,6070
CT1310011,6489
CT1350011,6901
CT1350011,6902
CT1350011,6903
CT1350011,6904
CT1350011,6905
CT1350011,6906
CT1350011,6907
CT1350011,6908
CT1350011,6909
CT1350011,6910
CT1370011,6355
CT1370011,6372
CT1370011,6378
CT1370011,6388
CT1430011,6790
CT1480011,6492
CT1510011,6708
CT1520071,6320
CT1630011,6250
DC0000002,20032
DC0000003,20374
DC0000007,20032
DE0000124,19901
DE0000552,19702
DE0000564,19804
DE0000571,19903
DE0000614,19709
DE0000630,19711
DE0000657,19977
DE0000663,19801
DE0000991,19901
DE00A0323,19702
FL1030050,32404
FL1030141,32404
FL1030148,32401
FL1030435,32444
FL1030515,32413
FL1030517,32405
FL1170525,32501
FL1170525,32503
FL1170525,32504
FL1170525,32505
FL1170525,32506
FL1170525,32507
FL1170525,32514
FL1170525,32526
FL1170525,32533
FL1170525,32534
FL1170525,32561
FL1170527,32507
FL1170703,32514
FL1170814,32508
FL1200797,32353
FL1230545,32457
FL1370393,32353
FL1370655,32301
FL1460035,32536
FL1460144,32548
FL1460147,32578
FL1460182,32536
FL1460202,32540
FL1460506,32547
FL1460775,32547
FL1570146,32572
FL1570232,32583
FL1570349,32566
FL1570470,32563
FL1570540,32572
FL1570593,32562
FL1570671,32571
FL1660196,32435
FL1660596,32459
FL1660615,32550
FL2010946,32614
FL2100741,32068
FL2104391,32068
FL2120630,32055
FL2160200,32233
FL2160563,32250
FL2160734,32228
FL2161212,32212
FL2161328,32092
FL2161328,32202
FL2161328,32204
FL2161328,32205
FL2161328,32206
FL2161328,32207
FL2161328,32208
FL2161328,32209
FL2161328,32210
FL2161328,32211
FL2161328,32215
FL2161328,32216
FL2161328,32217
FL2161328,32218
FL2161328,32219
FL2161328,32220
FL2161328,32221
FL2161328,32222
FL2161328,32223
FL2161328,32224
FL2161328,32225
FL2161328,32226
FL2161328,32228
FL2161328,32233
FL2161328,32234
FL2161328,32244
FL2161328,32246
FL2161328,32254
FL2161328,32256
FL2161328,32257
FL2161328,32258
FL2161328,32259
FL2161328,32277
FL2180863,32164
FL2450364,32034
FL2454338,32034
FL2454338,32097
FL2544260,32177
FL2550210,32085
FL2550908,32082
FL2551004,32082
FL2551004,32085
FL2554343,32085
FL2554447,32085
FL2554471,32085
FL3050057,32940
FL3050223,32922
FL3050442,32905
FL3051367,32796
FL3051447,32934
FL3051460,32904
FL3054024,32899
FL3310206,32961
FL3314052,32967
FL3350215,34711
FL3350346,32727
FL3350476,34736
FL3350745,34748
FL3350836,34755
FL3350858,32757
FL3350942,32159
FL3351333,32778
FL3354779,34711
FL3354881,34714
FL3354883,32714
FL3420922,34470
FL3420922,34471
FL3420922,34474
FL3421197,34471
FL3480200,32703
FL3480200,32704
FL3480200,32712
FL3480203,32751
FL3480204,34761
FL3480409,32816
FL3480962,32802
FL3481481,34787
FL3481482,32789
FL3481546,32703
FL3481546,32712
FL3481546,32751
FL3481546,32805
FL3481546,32808
FL3481546,32810
FL3481546,32811
FL3481546,32818
FL3481546,32819
FL3481546,32835
FL3481546,34734
FL3481546,34761
FL3481546,34786
FL3481546,34787
FL3484093,32830
FL3484119,32821
FL3484119,32824
FL3484119,32830
FL3484119,32836
FL3484119,32837
FL3484119,32887
FL3484132,32792
FL3484132,32806
FL3484132,32807
FL3484132,32809
FL3484132,32812
FL3484132,32817
FL3484132,32820
FL3484132,32822
FL3484132,32825
FL3484132,32826
FL3484132,32828
FL3484132,32829
FL3484132,32831
FL3484132,32832
FL3484132,32833
FL3490184,34741
FL3490751,34741
FL3491011,34741
FL3491373,34769
FL3494429,34741
FL3590026,32701
FL3590159,32707
FL3590201,32746
FL3590202,32750
FL3590205,32772
FL3590473,32792
FL3590571,32792
FL3590879,32708
FL3590970,32765
FL3591121,32750
FL3591121,32779
FL3594107,32792
FL3640275,32115
FL3640286,32720
FL3640287,32725
FL3640331,32132
FL3640331,32141
FL3640557,32117
FL3640876,32170
FL3640946,32763
FL3640963,32174
FL3640963,32175
FL3640963,32176
FL3641044,32129
FL3641216,32121
FL3641336,32720
FL4060162,33069
FL4060163,33069
FL4060165,33069
FL4060167,33069
FL4060253,33004
FL4060254,33442
FL4060282,33330
FL4060290,33065
FL4060291,33071
FL4060344,33314
FL4060486,33004
FL4060486,33301
FL4060486,33304
FL4060486,33305
FL4060486,33306
FL4060486,33308
FL4060486,33309
FL4060486,33311
FL4060486,33312
FL4060486,33315
FL4060486,33316
FL4060486,33334
FL4060573,33009
FL4060642,33022
FL4060787,33313
FL4060787,33319
FL4060845,33063
FL4060925,33027
FL4060976,33068
FL4060989,33334
FL4061083,33027
FL4061121,33317
FL4061127,33326
FL4061129,33061
FL4061408,33325
FL4061410,33325
FL4061429,33321
FL4061574,33305
FL4061574,33306
FL4061574,33311
FL4061574,33334
FL4061584,33063
FL4061584,33073
FL4064390,33076
FL4130604,33012
FL4130645,33030
FL4130871,33146
FL4130901,33139
FL4130977,33161
FL4131001,33054
FL4131202,33146
FL4131618,33054
FL4131618,33056
FL4131618,33154
FL4131618,33160
FL4131618,33161
FL4131618,33162
FL4131618,33167
FL4131618,33168
FL4131618,33169
FL4131618,33179
FL4131618,33180
FL4131618,33181
FL4134357,33041
FL4134365,33018
FL4134513,33166
FL4430259,34994
FL4430624,33475
FL4431891,34995
FL4470257,34974
FL4500014,33414
FL4500130,33431
FL4500130,33432
FL4500130,33433
FL4500130,33434
FL4500130,33486
FL4500130,33487
FL4500130,33496
FL4500145,33435
FL4500351,33444
FL4500773,33460
FL4500773,33461
FL4500773,33462
FL4501058,33461
FL4501124,33410
FL4501229,33419
FL4501438,33469
FL4501491,33468
FL4501559,33402
FL4504393,33406
FL4505005,33413
FL4560490,34948
FL4560954,34952
FL4560954,34953
FL4560954,34983
FL4560954,34984
FL4560954,34986
FL4560954,34987
FL4565031,34986
FL5084100,33980
FL5110117,32779
FL5110142,34142
FL5110183,34145
FL5110198,34102
FL5114069,34112
FL5260053,33440
FL5360025,34135
FL5360102,33916
FL5360146,33957
FL5360172,32779
FL5360322,33922
FL5360325,33915
FL5364048,33901
FL6080051,33950
FL6090150,34464
FL6090312,34433
FL6090312,34434
FL6090312,34465
FL6091735,34446
FL6094948,34428
FL6094948,34461
FL6272180,34601
FL6277059,34601
FL6280049,33825
FL6280250,33870
FL6290323,33563
FL6290327,33602
FL6290327,33610
FL6290333,33602
FL6290388,33602
FL6290787,33602
FL6291791,33617
FL6291882,33620
FL6296193,33621
FL6410182,34205
FL6410322,33561
FL6411132,34201
FL6411132,34202
FL6411132,34203
FL6411132,34204
FL6411132,34205
FL6411132,34206
FL6411132,34207
FL6411132,34208
FL6411132,34209
FL6411132,34210
FL6411132,34211
FL6411132,34212
FL6411132,34215
FL6411132,34216
FL6411132,34217
FL6411132,34218
FL6411132,34219
FL6411132,34221
FL6411132,34222
FL6411132,34240
FL6411132,34243
FL6411132,34250
FL6411132,34264
FL6421144,34471
FL6424630,34471
FL6510424,33526
FL6511255,34668
FL6511361,34654
FL6512020,33542
FL6512214,34652
FL6512214,34655
FL6520336,33758
FL6520486,34698
FL6520705,33707
FL6521405,33706
FL6521405,33708
FL6521405,33709
FL6521405,33715
FL6521405,33756
FL6521405,33759
FL6521405,33760
FL6521405,33761
FL6521405,33762
FL6521405,33763
FL6521405,33764
FL6521405,33765
FL6521405,33770
FL6521405,33771
FL6521405,33772
FL6521405,33773
FL6521405,33774
FL6521405,33776
FL6521405,33777
FL6521405,33778
FL6521405,33781
FL6521405,33785
FL6521405,33786
FL6521405,34660
FL6521405,34677
FL6521405,34681
FL6521405,34683
FL6521405,34684
FL6521405,34685
FL6521405,34688
FL6521405,34689
FL6521405,34695
FL6521405,34698
FL6521406,33781
FL6521417,34677
FL6521576,34695
FL6521715,33701
FL6521715,33702
FL6521715,33703
FL6521715,33704
FL6521715,33705
FL6521715,33707
FL6521715,33708
FL6521715,33709
FL6521715,33710
FL6521715,33711
FL6521715,33712
FL6521715,33713
FL6521715,33714
FL6521715,33715
FL6521715,33716
FL6521715,33731
FL6521715,33732
FL6521715,33733
FL6521715,33734
FL6521715,33742
FL6521715,33743
FL6521715,33744
FL6521715,33747
FL6521784,34688
FL6521784,34689
FL6530090,33823
FL6530315,33830
FL6530617,33880
FL6530852,33880
FL6531014,33801
FL6531992,33880
FL6532232,33845
FL6532234,33859
FL6532348,33880
FL6534609,33880
FL6580326,34231
FL6580326,34232
FL6580326,34234
FL6580326,34236
FL6580326,34237
FL6580326,34239
FL6580326,34242
FL6580326,34243
FL6580531,34223
FL6580651,34291
FL6581591,34240
FL6581901,34285
FL6588003,33610
FL6600331,33585
FL6600331,34484
FL6600331,34785
FL6604862,32159
FL6604862,32162
FL6605012,32162
GA0090000,31061
GA0090001,31059
GA0130002,30680
GA0130031,30680
GA0150001,30120
GA0150002,30120
GA0170000,31750
GA0210001,31202
GA0290000,31324
GA0310004,30459
GA0350051,30233
GA0390000,31548
GA0390001,31558
GA0450001,30108
GA0450001,30110
GA0450001,30112
GA0450001,30116
GA0450001,30117
GA0450001,30170
GA0450001,30179
GA0450001,30180
GA0450001,30182
GA0450001,30185
GA0450002,30112
GA0450006,30180
GA0470000,30736
GA0510001,31322
GA0510003,31402
GA0510004,31402
GA0510033,70433
GA0510034,31401
GA0510229,31402
GA0550003,30747
GA0570001,30114
GA0570002,30004
GA0570002,30028
GA0570002,30040
GA0570002,30102
GA0570002,30107
GA0570002,30114
GA0570002,30115
GA0570002,30143
GA0570002,30177
GA0570002,30183
GA0570002,30184
GA0570002,30188
GA0570002,30189
GA0570002,30534
GA0570003,30188
GA0590000,30603
GA0630000,30228
GA0630000,30236
GA0630000,30237
GA0630000,30238
GA0630000,30250
GA0630000,30260
GA0630000,30273
GA0630000,30274
GA0630000,30287
GA0630000,30288
GA0630000,30296
GA0630000,30297
GA0630000,30298
GA0670003,30060
GA0670005,30060
GA0670006,30127
GA0670007,30080
GA0690002,31534
GA0710004,31776
GA0730000,30802
GA0730000,30809
GA0730000,30813
GA0730000,30814
GA0730000,30907
GA0730000,30909
GA0730000,30917
GA0770002,30264
GA0770042,30263
GA0810001,31010
GA0830000,30752
GA0850007,30534
GA0870001,39818
GA0890001,30083
GA0950000,31702
GA0970000,30133
GA1130001,30214
GA1130001,30215
GA1130001,30269
GA1130003,30214
GA1150001,30162
GA1150002,30162
GA1170000,30040
GA1170050,30040
GA1210001,30022
GA1210001,30075
GA1210001,30076
GA1210001,30213
GA1210001,30268
GA1210001,30288
GA1210001,30291
GA1210001,30296
GA1210001,30297
GA1210001,30303
GA1210001,30304
GA1210001,30305
GA1210001,30306
GA1210001,30307
GA1210001,30308
GA1210001,30309
GA1210001,30310
GA1210001,30311
GA1210001,30312
GA1210001,30313
GA1210001,30314
GA1210001,30315
GA1210001,30316
GA1210001,30317
GA1210001,30318
GA1210001,30319
GA1210001,30320
GA1210001,30324
GA1210001,30326
GA1210001,30327
GA1210001,30328
GA1210001,30331
GA1210001,30336
GA1210001,30337
GA1210001,30338
GA1210001,30339
GA1210001,30342
GA1210001,30344
GA1210001,30349
GA1210001,30350
GA1210001,30354
GA1210001,30363
GA1210002,30337
GA1210003,30337
GA1210003,30344
GA1210005,30004
GA1210005,30005
GA1210005,30009
GA1210005,30022
GA1210005,30075
GA1210005,30076
GA1210005,30097
GA1210009,30075
GA1210010,30291
GA1230000,30540
GA1270000,31521
GA1270001,31520
GA1290000,30701
GA1290000,30703
GA1310000,39828
GA1350004,30045
GA1350005,30046
GA1350006,30052
GA1370004,30535
GA1390001,30504
GA1430007,30113
GA1450011,31804
GA1450011,31808
GA1450011,31811
GA1510001,30233
GA1510001,30253
GA1510003,30253
GA1530006,31069
GA1530007,31088
GA1530021,31088
GA1570117,30549
GA1750002,31040
GA1770068,31763
GA1790000,31313
GA1790024,31314
GA1850002,31603
GA1890001,30824
GA2130000,30705
GA2150000,31902
GA2170001,30014
GA2170001,30015
GA2170004,30014
GA2190000,30622
GA2190000,30677
GA2230002,30132
GA2250001,31030
GA2330000,30125
GA2330001,30125
GA2370000,31024
GA2450000,30906
GA2470000,30012
GA2550000,30224
GA2550036,30224
GA2570001,30577
GA2610000,31709
GA2750005,31799
GA2770001,31793
GA2790002,30474
GA2850001,30240
GA2910003,30514
GA2930000,30286
GA2950002,30728
GA2950003,30725
GA2970001,30655
GA2970001,30656
GA2970008,30052
GA2970008,30655
GA2970008,30656
GA2990001,31502
GA2990002,31501
GA3130000,30720
GU0000006,96932
GU0000010,96540
HI0000101,96720
HI0000130,96720
HI0000131,96720
HI0000135,96738
HI0000212,96793
HI0000213,96793
HI0000214,96793
HI0000331,96701
HI0000331,96717
HI0000331,96730
HI0000331,96734
HI0000331,96744
HI0000331,96762
HI0000331,96782
HI0000331,96795
HI0000331,96813
HI0000331,96814
HI0000331,96815
HI0000331,96816
HI0000331,96817
HI0000331,96818
HI0000331,96819
HI0000331,96821
HI0000331,96822
HI0000331,96825
HI0000331,96826
HI0000331,96843
HI0000331,96848
HI0000331,96850
HI0000332,96712
HI0000332,96791
HI0000332,96843
HI0000333,96786
HI0000333,96843
HI0000334,96797
HI0000334,96843
HI0000335,96706
HI0000335,96707
HI0000335,96792
HI0000335,96797
HI0000335,96843
HI0000345,96857
HI0000356,96863
HI0000360,96860
HI0000367,96789
HI0000367,96843
HI0000400,96766
HI0000434,96766
IA0400900,52544
IA0709084,50613
IA0790074,50704
IA0819033,50036
IA0990701,50208
IA1178097,50588
IA1415072,51401
IA1750048,50401
IA2171071,51301
IA2326048,52732
IA2326048,52733
IA2326048,52736
IA2909053,52601
IA3126052,52001
IA5059064,50208
IA5208071,52240
IA5225079,52240
IA5225079,52241
IA5225079,52242
IA5225079,52244
IA5225079,52245
IA5225079,52246
IA5225101,52242
IA5625062,52627
IA5640019,52632
IA5715093,52233
IA5715093,52328
IA5715093,52401
IA5715093,52402
IA5715093,52403
IA5715093,52404
IA5715093,52405
IA5715093,52411
IA5751035,52302
IA6273005,52577
IA6469042,50158
IA7048001,52761
IA7707030,50009
IA7709053,50023
IA7720051,50325
IA7727031,50321
IA7740011,50131
IA7780042,50322
IA7785007,50265
IA7820080,51502
IA8080701,50801
IA8222001,52722
IA8222001,52753
IA8222001,52767
IA8222001,52801
IA8222001,52802
IA8222001,52803
IA8222001,52804
IA8222001,52805
IA8222001,52806
IA8222001,52807
IA8222001,52808
IA8222001,52809
IA8503039,50010
IA8503528,50010
IA8503528,50011
IA8503528,50012
IA8503528,50013
IA8670701,52339
IA9000742,52501
IA9083012,52501
IA9133075,50125
IA9133701,50125
IA9433050,50501
IA9778054,51103
ID1280053,83815
ID1280147,83854
ID2290023,83843
ID2350014,83501
ID2350015,83501
ID3140013,83606
ID3140080,83651
ID4010016,83709
ID4010066,83714
ID4010085,83634
ID4010097,83646
ID4200032,83647
ID5420058,83303
ID6030008,83202
ID6030043,83205
ID6060007,83221
ID7100004,83406
ID7100030,83401
ID7100039,83405
ID7330022,83440
IL0010650,62301
IL0070050,61008
IL0190650,61866
IL0195300,62223
IL0195500,61820
IL0210600,62568
IL0290100,61920
IL0290250,61938
IL0310030,60803
IL0310060,60501
IL0310150,60104
IL0310210,60402
IL0310240,60406
IL0310270,60455
IL0310330,60513
IL0310390,60409
IL0310450,60517
IL0310480,60415
IL0310510,60804
IL0310540,60478
IL0310600,60445
IL0310630,60016
IL0310630,60018
IL0310690,60419
IL0310780,60635
IL0310810,60201
IL0310810,60202
IL0310840,60805
IL0310900,60130
IL0310960,60131
IL0311020,60025
IL0311020,60026
IL0311020,60062
IL0311110,60426
IL0311170,60429
IL0311200,60457
IL0311290,60195
IL0311350,60430
IL0311530,60525
IL0311560,60526
IL0311590,60438
IL0311620,60439
IL0311650,60646
IL0311710,60534
IL0311770,60426
IL0311800,60443
IL0311830,60153
IL0311860,60160
IL0311920,60445
IL0311950,60053
IL0311980,60056
IL0312010,60714
IL0312040,60706
IL0312070,60062
IL0312190,60452
IL0312220,60453
IL0312250,60302
IL0312310,60462
IL0312340,60067
IL0312370,60463
IL0312400,60462
IL0312460,60068
IL0312550,60471
IL0312580,60827
IL0312610,60305
IL0312640,60171
IL0312730,60008
IL0312790,60411
IL0312850,60176
IL0312880,60077
IL0312970,60473
IL0313060,60107
IL0313150,60154
IL0313180,60558
IL0313300,60091
IL0313330,60015
IL0313360,60482
IL0314030,60005
IL0314120,60103
IL0314180,60089
IL0314400,60007
IL0314480,60133
IL0314710,60164
IL0314740,60466
IL0314890,60193
IL0314910,60477
IL0314970,60090
IL0315150,62223
IL0315350,60016
IL0315350,60025
IL0315350,60068
IL0315350,60714
IL0315820,60458
IL0315880,60131
IL0316000,60611
IL0317370,60459
IL0335030,62454
IL0370100,60115
IL0370550,60178
IL0430050,60101
IL0430100,60108
IL0430200,60188
IL0430270,60561
IL0430300,60515
IL0430350,60126
IL0430400,60139
IL0430450,60137
IL0430551,60532
IL0430600,60148
IL0430700,60126
IL0430700,60181
IL0430700,60523
IL0430800,60181
IL0430833,60555
IL0430900,60185
IL0430950,60514
IL0430950,60515
IL0430950,60516
IL0430950,60521
IL0430950,60527
IL0430950,60559
IL0431050,60187
IL0431200,60191
IL0431250,60517
IL0434140,60106
IL0434190,60527
IL0434520,60521
IL0434670,60540
IL0434670,60563
IL0434670,60564
IL0434670,60565
IL0434670,60566
IL0434670,60567
IL0434820,60172
IL0490250,62401
IL0570250,61520
IL0630550,60447
IL0630600,60450
IL0730650,61443
IL0770150,62901
IL0770150,62902
IL0770500,62966
IL0790010,62424
IL0810300,62864
IL0830250,62052
IL0835300,62052
IL0890200,60110
IL0890350,60134
IL0890600,60542
IL0890800,60177
IL0894070,60507
IL0894130,60510
IL0894380,60120
IL0894690,60538
IL0894830,60174
IL0915030,60901
IL0930150,60543
IL0930200,60545
IL0930250,60560
IL0950200,61401
IL0970050,60007
IL0970250,60030
IL0970350,60031
IL0970500,60035
IL0970800,60045
IL0970850,60047
IL0970900,60048
IL0971000,60046
IL0971150,60060
IL0971250,60064
IL0971500,60073
IL0971550,60073
IL0971750,60048
IL0971850,60084
IL0971900,60085
IL0972000,60099
IL0974080,60010
IL0974340,60015
IL0975227,60088
IL0977350,60048
IL0990800,61350
IL0990850,61354
IL0995030,62223
IL1030200,61021
IL1055030,62223
IL1075030,62223
IL1090350,61455
IL1110050,60102
IL1110100,60013
IL1110150,60014
IL1110350,60142
IL1110400,60156
IL1110600,60050
IL1110950,60098
IL1130200,61701
IL1130200,61702
IL1130200,61704
IL1130200,61705
IL1130900,61761
IL1150150,62523
IL1190150,62010
IL1190250,62025
IL1190300,62034
IL1191000,62294
IL1191150,62095
IL1194280,62334
IL1195030,62223
IL1195150,62223
IL1214220,62801
IL1370200,62650
IL1435030,61602
IL1610250,61244
IL1610450,61265
IL1610650,61201
IL1630250,62232
IL1631100,62208
IL1631100,62226
IL1631100,62254
IL1631100,62269
IL1635030,62206
IL1635040,62223
IL1670300,62629
IL1671200,62757
IL1770200,61032
IL1790200,61611
IL1790500,61550
IL1790750,61571
IL1795040,61602
IL1835120,61832
IL1895600,62263
IL1955040,62223
IL1970100,62223
IL1970250,60403
IL1970400,60423
IL1970450,60403
IL1970450,60404
IL1970450,60410
IL1970450,60431
IL1970450,60432
IL1970450,60433
IL1970450,60435
IL1970450,60436
IL1970450,60441
IL1970450,60447
IL1970450,60451
IL1970450,60586
IL1970500,60441
IL1970600,60448
IL1970700,60451
IL1970800,60544
IL1970900,60446
IL1974151,62223
IL1975080,60404
IL1990400,62948
IL1990550,62959
IL1995200,62959
IL2010150,61111
IL2010300,61104
IL2015500,61115
IN5202009,46774
IN5202014,46814
IN5202020,46774
IN5202020,46783
IN5202020,46788
IN5202020,46798
IN5202020,46802
IN5202020,46803
IN5202020,46804
IN5202020,46805
IN5202020,46806
IN5202020,46807
IN5202020,46808
IN5202020,46809
IN5202020,46815
IN5202020,46816
IN5202020,46818
IN5202020,46819
IN5202020,46825
IN5202020,46835
IN5202020,46845
IN5203002,47201
IN5203002,47202
IN5203002,47203
IN5203004,47280
IN5206003,46052
IN5207001,47435
IN5209012,
IN5210005,47129
IN5210005,47130
IN5210005,47150
IN5210005,47172
IN5210005,47190
IN5210011,47172
IN5210016,47172
IN5212003,46041
IN5214007,47501
IN5216002,47240
IN5217001,46706
IN5218012,47302
IN5218012,47303
IN5218012,47304
IN5218012,47305
IN5218012,47306
IN5218012,47383
IN5219009,47547
IN5219012,47527
IN5220008,46516
IN5220009,46528
IN5221001,47331
IN5222001,47146
IN5226008,47670
IN5227014,46952
IN5228003,47424
IN5229004,46032
IN5229004,46033
IN5229004,46074
IN5229009,46074
IN5229015,46038
IN5229015,46060
IN5229024,46032
IN5229024,46033
IN5229024,46074
IN5230004,46140
IN5231005,47166
IN5232002,46112
IN5232020,46168
IN5233011,47362
IN5234007,46901
IN5234007,46902
IN5234007,46903
IN5234007,46904
IN5235005,46750
IN5236003,47220
IN5236005,47274
IN5239006,47250
IN5241001,46106
IN5241005,46131
IN5241005,46142
IN5241005,46143
IN5241005,46184
IN5241005,46227
IN5242014,47591
IN5243030,46580
IN5243030,46582
IN5243030,46590
IN5245008,46307
IN5245011,46311
IN5245012,46312
IN5245015,46304
IN5245015,46307
IN5245015,46342
IN5245015,46368
IN5245015,46385
IN5245015,46393
IN5245015,46401
IN5245015,46402
IN5245015,46403
IN5245015,46404
IN5245015,46405
IN5245015,46406
IN5245015,46407
IN5245015,46408
IN5245015,46409
IN5245015,46410
IN5245015,46411
IN5245019,46319
IN5245020,46320
IN5245021,46322
IN5245027,46405
IN5245031,46321
IN5245041,46375
IN5245043,46373
IN5246017,46350
IN5246020,46361
IN5247001,47421
IN5247004,47421
IN5248002,46011
IN5249004,46202
IN5249005,46216
IN5249008,46224
IN5252016,46970
IN5253002,47402
IN5253004,47429
IN5254005,47933
IN5255006,46113
IN5255006,46158
IN5255009,46151
IN5264029,46383
IN5271009,46546
IN5271014,46601
IN5272002,47170
IN5273002,46176
IN5279013,47904
IN5279015,47907
IN5279020,47906
IN5279020,47996
IN5282002,47711
IN5282003,47720
IN5284012,47802
IN5284012,47803
IN5284012,47804
IN5284012,47805
IN5284012,47807
IN5284012,47808
IN5284012,47809
IN5284012,47870
IN5284012,47871
IN5284012,47874
IN5284012,47876
IN5284012,47885
IN5285003,46992
IN5287001,47601
IN5287002,47610
IN5287004,47630
IN5289012,47330
IN5289012,47374
KS2000506,66002
KS2000911,67530
KS2001511,67042
KS2003509,67005
KS2003513,67156
KS2003705,66762
KS2004503,66044
KS2004513,66045
KS2005111,67601
KS2005511,67846
KS2005710,67801
KS2005906,66067
KS2006108,66441
KS2006114,66442
KS2007905,67114
KS2009106,66030
KS2009110,64114
KS2009110,66013
KS2009110,66018
KS2009110,66030
KS2009110,66061
KS2009110,66062
KS2009110,66083
KS2009110,66085
KS2009110,66106
KS2009110,66202
KS2009110,66203
KS2009110,66204
KS2009110,66205
KS2009110,66206
KS2009110,66207
KS2009110,66208
KS2009110,66209
KS2009110,66210
KS2009110,66211
KS2009110,66212
KS2009110,66213
KS2009110,66214
KS2009110,66215
KS2009110,66216
KS2009110,66217
KS2009110,66218
KS2009110,66219
KS2009110,66220
KS2009110,66221
KS2009110,66223
KS2009110,66224
KS2009110,66226
KS2009110,66227
KS2009115,66061
KS2009914,67357
KS2010317,66048
KS2011105,66801
KS2011309,67460
KS2012513,67337
KS2015509,67504
KS2016112,66502
KS2016914,67401
KS2017308,67203
KS2017322,67060
KS2017328,67037
KS2017504,67905
KS2017701,66409
KS2017701,66546
KS2017701,66603
KS2017701,66604
KS2017701,66605
KS2017701,66606
KS2017701,66607
KS2017701,66608
KS2017701,66609
KS2017701,66610
KS2017701,66611
KS2017701,66612
KS2017701,66614
KS2017701,66615
KS2017701,66616
KS2017701,66617
KS2017701,66618
KS2017701,66619
KS2017718,66675
KS2020906,66104
KY0010702,42728
KY0020956,42164
KY0030239,40342
KY0050929,42141
KY0060022,40319
KY0060022,40322
KY0060022,40334
KY0060022,40348
KY0060022,40353
KY0060022,40358
KY0060022,40360
KY0060022,40366
KY0060022,40371
KY0070282,40965
KY0070353,40977
KY0080034,41005
KY0080034,41018
KY0080034,41042
KY0080034,41048
KY0080034,41080
KY0080034,41091
KY0080034,41094
KY0080135,41042
KY0090343,40361
KY0100011,41101
KY0100944,41129
KY0110097,40422
KY0140966,40143
KY0150300,40047
KY0160052,42102
KY0170360,42445
KY0180306,42071
KY0220164,41143
KY0220555,41143
KY0230556,42539
KY0240201,42240
KY0240521,42241
KY0250473,40392
KY0260737,40962
KY0270003,42602
KY0300109,42366
KY0300336,42302
KY0300387,42301
KY0300450,42301
KY0310114,42210
KY0330123,40336
KY0340250,40223
KY0340250,40232
KY0340250,40257
KY0340250,40324
KY0340250,40325
KY0340250,40326
KY0340250,40342
KY0340250,40347
KY0340250,40356
KY0340250,40361
KY0340250,40362
KY0340250,40370
KY0340250,40371
KY0340250,40383
