,CollectionDate,ZIPCODE,AnalyticalResultValue
83,2014,48012,99.21249999999999
84,2014,48017,97.9125
85,2014,48025,99.7375
86,2014,48030,105.16666666666667
87,2014,48043,128.9875
88,2014,48045,104.5
89,2014,48047,99.16666666666667
90,2014,48060,97.35583333333334
91,2014,48066,101.5
92,2014,48068,97.975
93,2014,48071,99.075
94,2014,48072,98.8125
95,2014,48076,101.05
96,2014,48089,102.5
97,2014,48093,102.5
98,2014,48094,96.65000000000002
99,2014,48095,96.65000000000002
100,2014,48101,108.0
101,2014,48103,146.66666666666666
102,2014,48111,106.68980000000002
103,2014,48116,246.27325
104,2014,48120,107.5
105,2014,48135,110.0
106,2014,48138,102.44999999999999
107,2014,48150,96.5655
108,2014,48152,96.5655
109,2014,48154,96.5655
110,2014,48164,100.0
111,2014,48166,208.25
112,2014,48170,101.68233333333335
113,2014,48174,111.1625
114,2014,48180,117.0
115,2014,48183,111.1
116,2014,48184,98.26283333333333
117,2014,48192,103.30083333333333
118,2014,48193,104.1765
119,2014,48201,103.7875
120,2014,48202,103.7875
121,2014,48203,103.7875
122,2014,48204,103.7875
123,2014,48205,103.7875
124,2014,48206,103.7875
125,2014,48207,103.7875
126,2014,48208,103.7875
127,2014,48209,103.7875
128,2014,48210,103.7875
129,2014,48211,103.7875
130,2014,48212,103.7875
131,2014,48213,103.7875
132,2014,48214,103.7875
133,2014,48215,103.7875
134,2014,48216,103.7875
135,2014,48217,103.7875
136,2014,48218,103.7875
137,2014,48219,103.7875
138,2014,48220,103.7875
139,2014,48221,103.7875
140,2014,48223,103.7875
141,2014,48224,103.7875
142,2014,48225,103.75454545454546
143,2014,48226,103.7875
144,2014,48227,103.7875
145,2014,48228,103.7875
146,2014,48229,103.85833333333335
147,2014,48230,103.7875
148,2014,48233,103.7875
149,2014,48234,103.7875
150,2014,48235,103.7875
151,2014,48236,102.02500000000002
152,2014,48237,103.02500000000002
153,2014,48238,103.7875
154,2014,48239,108.03000000000002
155,2014,48240,103.7875
156,2014,48242,103.7875
157,2014,48243,103.7875
158,2014,48303,98.3125
159,2014,48309,99.24000000000001
160,2014,48314,101.475
161,2014,48315,96.65000000000002
162,2014,48316,94.575
163,2014,48323,96.55000000000001
164,2014,48327,389.52608695652174
165,2014,48328,346.1518518518518
166,2014,48329,389.52608695652174
167,2014,48335,98.75
168,2014,48336,96.2
169,2014,48341,96.5
170,2014,48346,311.46583333333336
171,2014,48360,96.25
172,2014,48430,169.52499999999998
173,2014,48439,102.08333333333333
174,2014,48460,127.99525
175,2014,48505,108.28571428571429
176,2014,48507,102.08333333333333
177,2014,48532,100.85
178,2014,48601,105.0
179,2014,48602,102.9495
180,2014,48603,102.9495
181,2014,48604,102.9495
182,2014,48609,99.6455
183,2014,48638,102.9495
184,2014,48641,104.5
185,2014,48706,102.70294444444443
186,2014,48708,105.641375
187,2014,48722,101.27383333333334
188,2014,48732,105.641375
189,2014,48747,105.641375
190,2014,48846,116.375
191,2014,48858,407.0
192,2014,48867,252.0
193,2014,48917,200.0
194,2014,49007,129.3181818181818
195,2014,49014,136.5645
196,2014,49022,118.33333333333333
197,2014,49032,7.8745
198,2014,49037,136.5645
199,2014,49085,118.81907142857142
200,2014,49120,85.1
201,2014,49203,265.4166666666667
202,2014,49221,435.0
203,2014,49307,96.68050000000001
204,2014,49417,130.0
205,2014,49418,124.86833333333334
206,2014,49428,132.0
207,2014,49441,133.16666666666666
208,2014,49444,121.0
209,2014,49505,120.0
210,2014,49506,147.5
211,2014,49508,120.70325
212,2014,49509,115.33116666666668
213,2014,49525,110.0
214,2014,49626,139.18558333333334
215,2014,49634,139.18558333333334
216,2014,49660,139.18558333333334
217,2014,49684,120.5
218,2014,49783,25.006500000000003
219,2014,49829,113.29775
220,2014,49855,37.3705
