,CollectionDate,ZIPCODE,AnalyticalResultValue
0,2013,48045,0.26
1,2013,48047,0.22999999999999998
2,2013,48089,0.3025
3,2013,48093,0.3025
4,2013,48098,0.25999999999999995
5,2013,48101,0.282
6,2013,48103,0.36
7,2013,48116,0.42500000000000004
8,2013,48117,0.31779999999999997
9,2013,48125,0.3628571428571429
10,2013,48131,0.31779999999999997
11,2013,48134,0.3452
12,2013,48140,0.31779999999999997
13,2013,48145,0.31779999999999997
14,2013,48159,0.31779999999999997
15,2013,48161,0.31779999999999997
16,2013,48162,0.31779999999999997
17,2013,48164,0.3
18,2013,48166,0.3452
19,2013,48168,0.35364000000000007
20,2013,48179,0.3452
21,2013,48180,0.35500000000000004
22,2013,48183,0.27
23,2013,48188,0.33088
24,2013,48193,0.29159999999999997
25,2013,48236,0.2333333333333333
26,2013,48306,0.43
27,2013,48314,0.3666666666666667
28,2013,48336,0.3
29,2013,48346,0.22
30,2013,48363,0.43
31,2013,48439,0.22
32,2013,48507,0.22
33,2013,48532,0.27
34,2013,48858,0.2
35,2013,49002,0.2955
36,2013,49007,0.29500000000000004
37,2013,49022,0.3
38,2013,49085,0.2
39,2013,49221,1.4500000000000002
40,2013,49270,0.31779999999999997
41,2013,49315,0.2585571428571429
42,2013,49316,0.2585571428571429
43,2013,49348,0.2585571428571429
44,2013,49423,0.28875
45,2013,49428,0.26
46,2013,49441,1.525
47,2013,49442,0.27014285714285713
48,2013,49445,0.27014285714285713
49,2013,49457,0.27014285714285713
50,2013,49461,0.27014285714285713
51,2013,49506,0.31
52,2013,49508,0.2585571428571429
53,2013,49509,0.29
54,2013,49512,0.2585571428571429
55,2013,49525,0.5666666666666668
56,2013,49548,0.2585571428571429
57,2013,49707,0.3
58,2013,49784,1.5945000000000003
59,2013,49788,1.5945000000000003
60,2013,49829,0.2555
61,2013,49855,0.2235
