,CollectionDate,ZIPCODE,AnalyticalResultValue
43,2014,48043,381.9125
44,2014,48060,193.1495
45,2014,48103,206.16666666666666
46,2014,48116,393.9335
47,2014,48166,362.875
48,2014,48192,187.81433333333334
49,2014,48303,992.0
50,2014,48346,273.7
51,2014,48430,326.063
52,2014,48460,462.9827499999999
53,2014,48601,59.77499999999999
54,2014,48602,52.151500000000006
55,2014,48603,52.151500000000006
56,2014,48604,52.151500000000006
57,2014,48609,107.77250000000001
58,2014,48638,52.151500000000006
59,2014,48706,61.0
60,2014,48722,94.259
61,2014,48846,173.75
62,2014,48858,181.875
63,2014,48867,191.0
64,2014,48917,45.0
65,2014,49022,544.0
66,2014,49221,145.0
67,2014,49417,263.5
68,2014,49418,149.08016666666666
69,2014,49428,84.55
70,2014,49441,149.43333333333334
71,2014,49444,221.75
72,2014,49508,126.756
73,2014,49509,154.35016666666664
74,2014,49626,142.20025
75,2014,49634,142.20025
76,2014,49660,142.20025
77,2014,49684,112.0
78,2014,49855,27.914499999999997
