,Unnamed: 0,PWSID,PWSName,FacilityID,FacilityWaterType,SamplePointID,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,Contaminant,MRL,AnalyticalResultsSign,AnalyticalResultValue,Region,State,ZIPCODE
0,0,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,3/11/14,201403130319AM,strontium,0.3,=,98.0,5,MI,48641
1,6,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,3/11/14,201403130319AM,chromium,0.2,=,0.23,5,MI,48641
2,23,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,12/11/13,201312120825AM,chromium-6,0.03,=,0.29,5,MI,48641
3,24,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,3/11/14,201403130319AM,chromium-6,0.03,=,0.23,5,MI,48641
4,25,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,12/11/13,201312120825AM,chromium,0.2,=,0.3,5,MI,48641
5,27,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,12/11/13,201312120825AM,strontium,0.3,=,81.0,5,MI,48641
6,34,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,6/24/14,201406250131AM,strontium,0.3,=,100.0,5,MI,48641
7,35,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,6/24/14,201406250131AM,chromium,0.2,=,0.42,5,MI,48641
8,48,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,9/9/13,201309100316AM,chromium-6,0.03,=,0.5,5,MI,48641
9,49,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,9/9/13,201309100316AM,strontium,0.3,=,97.0,5,MI,48641
10,50,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,9/9/13,201309100316AM,chromium,0.2,=,0.56,5,MI,48641
11,56,MI0004370,City of Midland,4674,SW,MR1,,,3/11/14,201403130310AM,chromium,0.2,=,0.28,5,MI,48641
12,59,MI0004370,City of Midland,4674,SW,MR1,,,6/24/14,201406250129AM,chromium,0.2,=,0.34,5,MI,48641
13,62,MI0004370,City of Midland,4674,SW,MR1,,,6/9/14,201406100292AM,chromium-6,0.03,=,0.27,5,MI,48641
14,63,MI0004370,City of Midland,4674,SW,MR1,,,9/9/13,201309100232AM,strontium,0.3,=,110.0,5,MI,48641
15,64,MI0004370,City of Midland,4674,SW,MR1,,,9/9/13,201309100232AM,chromium,0.2,=,0.44,5,MI,48641
16,65,MI0004370,City of Midland,4674,SW,MR1,,,9/9/13,201309100232AM,chromium-6,0.03,=,0.45,5,MI,48641
17,69,MI0004370,City of Midland,4674,SW,MR1,,,6/24/14,201406250129AM,strontium,0.3,=,110.0,5,MI,48641
18,70,MI0004370,City of Midland,4674,SW,MR1,,,3/11/14,201403130310AM,chromium-6,0.03,=,0.27,5,MI,48641
19,75,MI0004370,City of Midland,4674,SW,MR1,,,3/11/14,201403130310AM,strontium,0.3,=,110.0,5,MI,48641
20,78,MI0004370,City of Midland,4674,SW,MR1,,,12/11/13,201312120766AM,chromium,0.2,=,0.48,5,MI,48641
21,79,MI0004370,City of Midland,4674,SW,MR1,,,12/11/13,201312120766AM,strontium,0.3,=,120.0,5,MI,48641
22,80,MI0004370,City of Midland,4674,SW,MR1,,,12/11/13,201312120766AM,chromium-6,0.03,=,0.36,5,MI,48641
23,101,MI0004370,City of Midland,6197,SW,TP001,4674.0,MR1,6/10/14,201406110957AM,chromium-6,0.03,=,0.3,5,MI,48641
24,115,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10437,chromium-6,0.03,=,0.109,5,MI,48117
25,115,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10437,chromium-6,0.03,=,0.109,5,MI,48131
26,115,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10437,chromium-6,0.03,=,0.109,5,MI,48140
27,115,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10437,chromium-6,0.03,=,0.109,5,MI,48145
28,115,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10437,chromium-6,0.03,=,0.109,5,MI,48159
29,115,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10437,chromium-6,0.03,=,0.109,5,MI,48161
30,115,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10437,chromium-6,0.03,=,0.109,5,MI,48162
31,115,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10437,chromium-6,0.03,=,0.109,5,MI,49270
32,125,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,7/10/13,730676-9333,chromium,0.2,=,0.257,5,MI,48117
33,125,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,7/10/13,730676-9333,chromium,0.2,=,0.257,5,MI,48131
34,125,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,7/10/13,730676-9333,chromium,0.2,=,0.257,5,MI,48140
35,125,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,7/10/13,730676-9333,chromium,0.2,=,0.257,5,MI,48145
36,125,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,7/10/13,730676-9333,chromium,0.2,=,0.257,5,MI,48159
37,125,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,7/10/13,730676-9333,chromium,0.2,=,0.257,5,MI,48161
38,125,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,7/10/13,730676-9333,chromium,0.2,=,0.257,5,MI,48162
39,125,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,7/10/13,730676-9333,chromium,0.2,=,0.257,5,MI,49270
40,129,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9141,chromium-6,0.03,=,0.251,5,MI,48117
41,129,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9141,chromium-6,0.03,=,0.251,5,MI,48131
42,129,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9141,chromium-6,0.03,=,0.251,5,MI,48140
43,129,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9141,chromium-6,0.03,=,0.251,5,MI,48145
44,129,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9141,chromium-6,0.03,=,0.251,5,MI,48159
45,129,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9141,chromium-6,0.03,=,0.251,5,MI,48161
46,129,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9141,chromium-6,0.03,=,0.251,5,MI,48162
47,129,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9141,chromium-6,0.03,=,0.251,5,MI,49270
48,130,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,vanadium,0.2,=,0.249,5,MI,48117
49,130,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,vanadium,0.2,=,0.249,5,MI,48131
50,130,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,vanadium,0.2,=,0.249,5,MI,48140
51,130,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,vanadium,0.2,=,0.249,5,MI,48145
52,130,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,vanadium,0.2,=,0.249,5,MI,48159
53,130,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,vanadium,0.2,=,0.249,5,MI,48161
54,130,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,vanadium,0.2,=,0.249,5,MI,48162
55,130,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,vanadium,0.2,=,0.249,5,MI,49270
56,131,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,strontium,0.3,=,124.89200000000001,5,MI,48117
57,131,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,strontium,0.3,=,124.89200000000001,5,MI,48131
58,131,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,strontium,0.3,=,124.89200000000001,5,MI,48140
59,131,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,strontium,0.3,=,124.89200000000001,5,MI,48145
60,131,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,strontium,0.3,=,124.89200000000001,5,MI,48159
61,131,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,strontium,0.3,=,124.89200000000001,5,MI,48161
62,131,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,strontium,0.3,=,124.89200000000001,5,MI,48162
63,131,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9207,strontium,0.3,=,124.89200000000001,5,MI,49270
64,132,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9183,chlorate,20.0,=,154.94799999999998,5,MI,48117
65,132,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9183,chlorate,20.0,=,154.94799999999998,5,MI,48131
66,132,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9183,chlorate,20.0,=,154.94799999999998,5,MI,48140
67,132,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9183,chlorate,20.0,=,154.94799999999998,5,MI,48145
68,132,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9183,chlorate,20.0,=,154.94799999999998,5,MI,48159
69,132,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9183,chlorate,20.0,=,154.94799999999998,5,MI,48161
70,132,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9183,chlorate,20.0,=,154.94799999999998,5,MI,48162
71,132,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,6/13/13,725796-9183,chlorate,20.0,=,154.94799999999998,5,MI,49270
72,145,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9798,chlorate,20.0,=,325.512,5,MI,48117
73,145,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9798,chlorate,20.0,=,325.512,5,MI,48131
74,145,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9798,chlorate,20.0,=,325.512,5,MI,48140
75,145,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9798,chlorate,20.0,=,325.512,5,MI,48145
76,145,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9798,chlorate,20.0,=,325.512,5,MI,48159
77,145,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9798,chlorate,20.0,=,325.512,5,MI,48161
78,145,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9798,chlorate,20.0,=,325.512,5,MI,48162
79,145,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9798,chlorate,20.0,=,325.512,5,MI,49270
80,147,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,vanadium,0.2,=,0.401,5,MI,48117
81,147,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,vanadium,0.2,=,0.401,5,MI,48131
82,147,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,vanadium,0.2,=,0.401,5,MI,48140
83,147,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,vanadium,0.2,=,0.401,5,MI,48145
84,147,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,vanadium,0.2,=,0.401,5,MI,48159
85,147,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,vanadium,0.2,=,0.401,5,MI,48161
86,147,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,vanadium,0.2,=,0.401,5,MI,48162
87,147,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,vanadium,0.2,=,0.401,5,MI,49270
88,148,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,molybdenum,1.0,=,1.165,5,MI,48117
89,148,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,molybdenum,1.0,=,1.165,5,MI,48131
90,148,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,molybdenum,1.0,=,1.165,5,MI,48140
91,148,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,molybdenum,1.0,=,1.165,5,MI,48145
92,148,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,molybdenum,1.0,=,1.165,5,MI,48159
93,148,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,molybdenum,1.0,=,1.165,5,MI,48161
94,148,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,molybdenum,1.0,=,1.165,5,MI,48162
95,148,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,molybdenum,1.0,=,1.165,5,MI,49270
96,152,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,strontium,0.3,=,148.172,5,MI,48117
97,152,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,strontium,0.3,=,148.172,5,MI,48131
98,152,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,strontium,0.3,=,148.172,5,MI,48140
99,152,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,strontium,0.3,=,148.172,5,MI,48145
100,152,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,strontium,0.3,=,148.172,5,MI,48159
101,152,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,strontium,0.3,=,148.172,5,MI,48161
102,152,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,strontium,0.3,=,148.172,5,MI,48162
103,152,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,strontium,0.3,=,148.172,5,MI,49270
104,159,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9780,chromium-6,0.03,=,0.205,5,MI,48117
105,159,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9780,chromium-6,0.03,=,0.205,5,MI,48131
106,159,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9780,chromium-6,0.03,=,0.205,5,MI,48140
107,159,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9780,chromium-6,0.03,=,0.205,5,MI,48145
108,159,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9780,chromium-6,0.03,=,0.205,5,MI,48159
109,159,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9780,chromium-6,0.03,=,0.205,5,MI,48161
110,159,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9780,chromium-6,0.03,=,0.205,5,MI,48162
111,159,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9780,chromium-6,0.03,=,0.205,5,MI,49270
112,160,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,chromium,0.2,=,0.24,5,MI,48117
113,160,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,chromium,0.2,=,0.24,5,MI,48131
114,160,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,chromium,0.2,=,0.24,5,MI,48140
115,160,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,chromium,0.2,=,0.24,5,MI,48145
116,160,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,chromium,0.2,=,0.24,5,MI,48159
117,160,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,chromium,0.2,=,0.24,5,MI,48161
118,160,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,chromium,0.2,=,0.24,5,MI,48162
119,160,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,9/17/13,745851-9811,chromium,0.2,=,0.24,5,MI,49270
120,163,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10515,strontium,0.3,=,105.26100000000001,5,MI,48117
121,163,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10515,strontium,0.3,=,105.26100000000001,5,MI,48131
122,163,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10515,strontium,0.3,=,105.26100000000001,5,MI,48140
123,163,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10515,strontium,0.3,=,105.26100000000001,5,MI,48145
124,163,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10515,strontium,0.3,=,105.26100000000001,5,MI,48159
125,163,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10515,strontium,0.3,=,105.26100000000001,5,MI,48161
126,163,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10515,strontium,0.3,=,105.26100000000001,5,MI,48162
127,163,MI0004450,Monroe,5805,SW,TP001,4703.0,MR1,12/17/13,763586-10515,strontium,0.3,=,105.26100000000001,5,MI,49270
128,170,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,vanadium,0.2,=,0.342,5,MI,48117
129,170,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,vanadium,0.2,=,0.342,5,MI,48131
130,170,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,vanadium,0.2,=,0.342,5,MI,48140
131,170,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,vanadium,0.2,=,0.342,5,MI,48145
132,170,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,vanadium,0.2,=,0.342,5,MI,48159
133,170,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,vanadium,0.2,=,0.342,5,MI,48161
134,170,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,vanadium,0.2,=,0.342,5,MI,48162
135,170,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,vanadium,0.2,=,0.342,5,MI,49270
136,171,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9780,chromium-6,0.03,=,0.185,5,MI,48117
137,171,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9780,chromium-6,0.03,=,0.185,5,MI,48131
138,171,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9780,chromium-6,0.03,=,0.185,5,MI,48140
139,171,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9780,chromium-6,0.03,=,0.185,5,MI,48145
140,171,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9780,chromium-6,0.03,=,0.185,5,MI,48159
141,171,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9780,chromium-6,0.03,=,0.185,5,MI,48161
142,171,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9780,chromium-6,0.03,=,0.185,5,MI,48162
143,171,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9780,chromium-6,0.03,=,0.185,5,MI,49270
144,172,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,strontium,0.3,=,144.613,5,MI,48117
145,172,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,strontium,0.3,=,144.613,5,MI,48131
146,172,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,strontium,0.3,=,144.613,5,MI,48140
147,172,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,strontium,0.3,=,144.613,5,MI,48145
148,172,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,strontium,0.3,=,144.613,5,MI,48159
149,172,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,strontium,0.3,=,144.613,5,MI,48161
150,172,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,strontium,0.3,=,144.613,5,MI,48162
151,172,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9811,strontium,0.3,=,144.613,5,MI,49270
152,173,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,vanadium,0.2,=,0.29600000000000004,5,MI,48117
153,173,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,vanadium,0.2,=,0.29600000000000004,5,MI,48131
154,173,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,vanadium,0.2,=,0.29600000000000004,5,MI,48140
155,173,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,vanadium,0.2,=,0.29600000000000004,5,MI,48145
156,173,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,vanadium,0.2,=,0.29600000000000004,5,MI,48159
157,173,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,vanadium,0.2,=,0.29600000000000004,5,MI,48161
158,173,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,vanadium,0.2,=,0.29600000000000004,5,MI,48162
159,173,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,vanadium,0.2,=,0.29600000000000004,5,MI,49270
160,174,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10513,chlorate,20.0,=,50.49,5,MI,48117
161,174,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10513,chlorate,20.0,=,50.49,5,MI,48131
162,174,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10513,chlorate,20.0,=,50.49,5,MI,48140
163,174,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10513,chlorate,20.0,=,50.49,5,MI,48145
164,174,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10513,chlorate,20.0,=,50.49,5,MI,48159
165,174,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10513,chlorate,20.0,=,50.49,5,MI,48161
166,174,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10513,chlorate,20.0,=,50.49,5,MI,48162
167,174,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10513,chlorate,20.0,=,50.49,5,MI,49270
168,176,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,strontium,0.3,=,206.66099999999997,5,MI,48117
169,176,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,strontium,0.3,=,206.66099999999997,5,MI,48131
170,176,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,strontium,0.3,=,206.66099999999997,5,MI,48140
171,176,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,strontium,0.3,=,206.66099999999997,5,MI,48145
172,176,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,strontium,0.3,=,206.66099999999997,5,MI,48159
173,176,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,strontium,0.3,=,206.66099999999997,5,MI,48161
174,176,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,strontium,0.3,=,206.66099999999997,5,MI,48162
175,176,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,strontium,0.3,=,206.66099999999997,5,MI,49270
176,177,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,molybdenum,1.0,=,1.626,5,MI,48117
177,177,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,molybdenum,1.0,=,1.626,5,MI,48131
178,177,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,molybdenum,1.0,=,1.626,5,MI,48140
179,177,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,molybdenum,1.0,=,1.626,5,MI,48145
180,177,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,molybdenum,1.0,=,1.626,5,MI,48159
181,177,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,molybdenum,1.0,=,1.626,5,MI,48161
182,177,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,molybdenum,1.0,=,1.626,5,MI,48162
183,177,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10515,molybdenum,1.0,=,1.626,5,MI,49270
184,179,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9798,chlorate,20.0,=,261.029,5,MI,48117
185,179,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9798,chlorate,20.0,=,261.029,5,MI,48131
186,179,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9798,chlorate,20.0,=,261.029,5,MI,48140
187,179,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9798,chlorate,20.0,=,261.029,5,MI,48145
188,179,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9798,chlorate,20.0,=,261.029,5,MI,48159
189,179,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9798,chlorate,20.0,=,261.029,5,MI,48161
190,179,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9798,chlorate,20.0,=,261.029,5,MI,48162
191,179,MI0004450,Monroe,4703,SW,MR1,,,9/17/13,745853-9798,chlorate,20.0,=,261.029,5,MI,49270
192,181,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10437,chromium-6,0.03,=,0.133,5,MI,48117
193,181,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10437,chromium-6,0.03,=,0.133,5,MI,48131
194,181,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10437,chromium-6,0.03,=,0.133,5,MI,48140
195,181,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10437,chromium-6,0.03,=,0.133,5,MI,48145
196,181,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10437,chromium-6,0.03,=,0.133,5,MI,48159
197,181,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10437,chromium-6,0.03,=,0.133,5,MI,48161
198,181,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10437,chromium-6,0.03,=,0.133,5,MI,48162
199,181,MI0004450,Monroe,4703,SW,MR1,,,12/17/13,763588-10437,chromium-6,0.03,=,0.133,5,MI,49270
200,183,MI0004450,Monroe,4703,SW,MR1,,,6/13/13,725798-9141,chromium-6,0.03,=,0.33399999999999996,5,MI,48117
201,183,MI0004450,Monroe,4703,SW,MR1,,,6/13/13,725798-9141,chromium-6,0.03,=,0.33399999999999996,5,MI,48131
202,183,MI0004450,Monroe,4703,SW,MR1,,,6/13/13,725798-9141,chromium-6,0.03,=,0.33399999999999996,5,MI,48140
203,183,MI0004450,Monroe,4703,SW,MR1,,,6/13/13,725798-9141,chromium-6,0.03,=,0.33399999999999996,5,MI,48145
204,183,MI0004450,Monroe,4703,SW,MR1,,,6/13/13,725798-9141,chromium-6,0.03,=,0.33399999999999996,5,MI,48159
205,183,MI0004450,Monroe,4703,SW,MR1,,,6/13/13,725798-9141,chromium-6,0.03,=,0.33399999999999996,5,MI,48161
