,PWSID,PWSName,FacilityID,FacilityWaterType,SamplePointID,CollectionDate,SampleID,Contaminant,MRL,AnalyticalResultsSign,AnalyticalResultValue,Region,ZIPCODE
2988,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA5,,=,1.67,5,48164
2989,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA5,,=,1.67,5,48117
2990,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA5,,=,1.67,5,48134
2991,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA5,,=,1.67,5,48111
2992,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA6Br,,=,0.0,5,48174
2993,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA6Br,,=,0.0,5,48164
2994,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA6Br,,=,0.0,5,48117
2995,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA6Br,,=,0.0,5,48134
2996,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA6Br,,=,0.0,5,48111
2997,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA9,,=,1.67,5,48174
2998,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA9,,=,1.67,5,48164
2999,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA9,,=,1.67,5,48117
3000,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA9,,=,1.67,5,48134
3001,MI0003320,Huron Township,4894,SW,DBP1,8/14/2018,4022294,HAA9,,=,1.67,5,48111
3002,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA5,,=,1.37,5,48174
3003,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA5,,=,1.37,5,48164
3004,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA5,,=,1.37,5,48117
3005,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA5,,=,1.37,5,48134
3006,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA5,,=,1.37,5,48111
3007,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA6Br,,=,0.34600000000000003,5,48174
3008,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA6Br,,=,0.34600000000000003,5,48164
3009,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA6Br,,=,0.34600000000000003,5,48117
3010,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA6Br,,=,0.34600000000000003,5,48134
3011,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA6Br,,=,0.34600000000000003,5,48111
3012,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA9,,=,1.716,5,48174
3013,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA9,,=,1.716,5,48164
3014,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA9,,=,1.716,5,48117
3015,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA9,,=,1.716,5,48134
3016,MI0003320,Huron Township,4894,SW,DBP1,11/13/2018,4122023,HAA9,,=,1.716,5,48111
3017,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA5,,=,0.898,5,48174
3018,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA5,,=,0.898,5,48164
3019,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA5,,=,0.898,5,48117
3020,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA5,,=,0.898,5,48134
3021,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA5,,=,0.898,5,48111
3022,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA6Br,,=,0.0,5,48174
3023,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA6Br,,=,0.0,5,48164
3024,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA6Br,,=,0.0,5,48117
3025,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA6Br,,=,0.0,5,48134
3026,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA6Br,,=,0.0,5,48111
3027,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA9,,=,0.898,5,48174
3028,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA9,,=,0.898,5,48164
3029,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA9,,=,0.898,5,48117
3030,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA9,,=,0.898,5,48134
3031,MI0003320,Huron Township,4894,SW,DBP1,2/12/2019,4195671,HAA9,,=,0.898,5,48111
3032,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA5,,=,20.333,5,48174
3033,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA5,,=,20.333,5,48164
3034,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA5,,=,20.333,5,48117
3035,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA5,,=,20.333,5,48134
3036,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA5,,=,20.333,5,48111
3037,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA6Br,,=,11.334000000000001,5,48174
3038,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA6Br,,=,11.334000000000001,5,48164
3039,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA6Br,,=,11.334000000000001,5,48117
3040,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA6Br,,=,11.334000000000001,5,48134
3041,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA6Br,,=,11.334000000000001,5,48111
3042,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA9,,=,30.434,5,48174
3043,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA9,,=,30.434,5,48164
3044,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA9,,=,30.434,5,48117
3045,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA9,,=,30.434,5,48134
3046,MI0003320,Huron Township,4894,SW,DBP2,5/15/2018,3937991,HAA9,,=,30.434,5,48111
3047,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA5,,=,11.23,5,48174
3048,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA5,,=,11.23,5,48164
3049,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA5,,=,11.23,5,48117
3050,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA5,,=,11.23,5,48134
3051,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA5,,=,11.23,5,48111
3052,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA6Br,,=,4.592,5,48174
3053,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA6Br,,=,4.592,5,48164
3054,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA6Br,,=,4.592,5,48117
3055,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA6Br,,=,4.592,5,48134
3056,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA6Br,,=,4.592,5,48111
3057,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA9,,=,15.822000000000001,5,48174
3058,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA9,,=,15.822000000000001,5,48164
3059,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA9,,=,15.822000000000001,5,48117
3060,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA9,,=,15.822000000000001,5,48134
3061,MI0003320,Huron Township,4894,SW,DBP2,8/14/2018,4022295,HAA9,,=,15.822000000000001,5,48111
3062,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA5,,=,16.367,5,48174
3063,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA5,,=,16.367,5,48164
3064,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA5,,=,16.367,5,48117
3065,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA5,,=,16.367,5,48134
3066,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA5,,=,16.367,5,48111
3067,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA6Br,,=,7.572,5,48174
3068,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA6Br,,=,7.572,5,48164
3069,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA6Br,,=,7.572,5,48117
3070,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA6Br,,=,7.572,5,48134
3071,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA6Br,,=,7.572,5,48111
3072,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA9,,=,23.541999999999998,5,48174
3073,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA9,,=,23.541999999999998,5,48164
3074,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA9,,=,23.541999999999998,5,48117
3075,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA9,,=,23.541999999999998,5,48134
3076,MI0003320,Huron Township,4894,SW,DBP2,11/13/2018,4122024,HAA9,,=,23.541999999999998,5,48111
3077,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA5,,=,12.99,5,48174
3078,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA5,,=,12.99,5,48164
3079,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA5,,=,12.99,5,48117
3080,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA5,,=,12.99,5,48134
3081,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA5,,=,12.99,5,48111
3082,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA6Br,,=,8.308,5,48174
3083,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA6Br,,=,8.308,5,48164
3084,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA6Br,,=,8.308,5,48117
3085,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA6Br,,=,8.308,5,48134
3086,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA6Br,,=,8.308,5,48111
3087,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA9,,=,20.928,5,48174
3088,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA9,,=,20.928,5,48164
3089,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA9,,=,20.928,5,48117
3090,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA9,,=,20.928,5,48134
3091,MI0003320,Huron Township,4894,SW,DBP2,2/12/2019,4195672,HAA9,,=,20.928,5,48111
3092,MI0003320,Huron Township,10933,SW,CC002,5/15/2018,3937986,manganese,0.4,=,0.617,5,48174
3093,MI0003320,Huron Township,10933,SW,CC002,5/15/2018,3937986,manganese,0.4,=,0.617,5,48164
3094,MI0003320,Huron Township,10933,SW,CC002,5/15/2018,3937986,manganese,0.4,=,0.617,5,48117
3095,MI0003320,Huron Township,10933,SW,CC002,5/15/2018,3937986,manganese,0.4,=,0.617,5,48134
3096,MI0003320,Huron Township,10933,SW,CC002,5/15/2018,3937986,manganese,0.4,=,0.617,5,48111
3097,MI0003320,Huron Township,10933,SW,CC002,8/14/2018,4022290,manganese,0.4,=,0.85,5,48174
3098,MI0003320,Huron Township,10933,SW,CC002,8/14/2018,4022290,manganese,0.4,=,0.85,5,48164
3099,MI0003320,Huron Township,10933,SW,CC002,8/14/2018,4022290,manganese,0.4,=,0.85,5,48117
3100,MI0003320,Huron Township,10933,SW,CC002,8/14/2018,4022290,manganese,0.4,=,0.85,5,48134
3101,MI0003320,Huron Township,10933,SW,CC002,8/14/2018,4022290,manganese,0.4,=,0.85,5,48111
3102,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122019,manganese,0.4,=,1.04,5,48174
3103,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122019,manganese,0.4,=,1.04,5,48164
3104,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122019,manganese,0.4,=,1.04,5,48117
3105,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122019,manganese,0.4,=,1.04,5,48134
3106,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122019,manganese,0.4,=,1.04,5,48111
3107,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,1-butanol,2.0,=,3.76,5,48174
3108,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,1-butanol,2.0,=,3.76,5,48164
3109,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,1-butanol,2.0,=,3.76,5,48117
3110,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,1-butanol,2.0,=,3.76,5,48134
3111,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,1-butanol,2.0,=,3.76,5,48111
3112,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,2-methoxyethanol,0.4,=,0.545,5,48174
3113,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,2-methoxyethanol,0.4,=,0.545,5,48164
3114,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,2-methoxyethanol,0.4,=,0.545,5,48117
3115,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,2-methoxyethanol,0.4,=,0.545,5,48134
3116,MI0003320,Huron Township,10933,SW,CC002,11/13/2018,4122022,2-methoxyethanol,0.4,=,0.545,5,48111
3117,MI0003320,Huron Township,10933,SW,CC002,2/12/2019,4195667,manganese,0.4,=,0.7509999999999999,5,48174
3118,MI0003320,Huron Township,10933,SW,CC002,2/12/2019,4195667,manganese,0.4,=,0.7509999999999999,5,48164
3119,MI0003320,Huron Township,10933,SW,CC002,2/12/2019,4195667,manganese,0.4,=,0.7509999999999999,5,48117
3120,MI0003320,Huron Township,10933,SW,CC002,2/12/2019,4195667,manganese,0.4,=,0.7509999999999999,5,48134
3121,MI0003320,Huron Township,10933,SW,CC002,2/12/2019,4195667,manganese,0.4,=,0.7509999999999999,5,48111
3122,MI0003342,Independence Township,4558,GW,DBP2,6/26/2019,1130816,HAA5,,=,3.466,5,48346
3123,MI0003342,Independence Township,4558,GW,DBP2,6/26/2019,1130816,HAA6Br,,=,3.287,5,48346
3124,MI0003342,Independence Township,4558,GW,DBP2,6/26/2019,1130816,HAA9,,=,6.093999999999999,5,48346
3125,MI0003342,Independence Township,4558,GW,DBP3,6/26/2019,1130817,HAA5,,=,3.705,5,48346
3126,MI0003342,Independence Township,4558,GW,DBP3,6/26/2019,1130817,HAA6Br,,=,5.038,5,48346
3127,MI0003342,Independence Township,4558,GW,DBP3,6/26/2019,1130817,HAA9,,=,7.072,5,48346
3128,MI0003342,Independence Township,9745,GW,TP100,6/26/2019,1130820,manganese,0.4,=,101.805,5,48346
3129,MI0003342,Independence Township,9748,GW,TP101,6/26/2019,1130821,manganese,0.4,=,1.827,5,48346
3130,MI0003342,Independence Township,9749,GW,TP102,6/26/2019,1130818,manganese,0.4,=,1.298,5,48346
3131,MI0003342,Independence Township,9750,GW,TP104,6/26/2019,1130819,manganese,0.4,=,12.107999999999999,5,48346
3132,MI0003342,Independence Township,9752,GW,TP103,6/26/2019,1130815,manganese,0.4,=,4.209,5,48346
3133,MI0003470,Jackson,5001,GU,DBP1,8/8/2018,1072588,HAA5,,=,8.219,5,49201
3134,MI0003470,Jackson,5001,GU,DBP1,8/8/2018,1072588,HAA5,,=,8.219,5,49203
3135,MI0003470,Jackson,5001,GU,DBP1,8/8/2018,1072588,HAA6Br,,=,16.922,5,49201
3136,MI0003470,Jackson,5001,GU,DBP1,8/8/2018,1072588,HAA6Br,,=,16.922,5,49203
3137,MI0003470,Jackson,5001,GU,DBP1,8/8/2018,1072588,HAA9,,=,19.495,5,49201
3138,MI0003470,Jackson,5001,GU,DBP1,8/8/2018,1072588,HAA9,,=,19.495,5,49203
3139,MI0003470,Jackson,5001,GU,DBP1,11/14/2018,1093290,HAA5,,=,8.62,5,49201
3140,MI0003470,Jackson,5001,GU,DBP1,11/14/2018,1093290,HAA5,,=,8.62,5,49203
3141,MI0003470,Jackson,5001,GU,DBP1,11/14/2018,1093290,HAA6Br,,=,14.665999999999999,5,49201
3142,MI0003470,Jackson,5001,GU,DBP1,11/14/2018,1093290,HAA6Br,,=,14.665999999999999,5,49203
3143,MI0003470,Jackson,5001,GU,DBP1,11/14/2018,1093290,HAA9,,=,18.053,5,49201
3144,MI0003470,Jackson,5001,GU,DBP1,11/14/2018,1093290,HAA9,,=,18.053,5,49203
3145,MI0003470,Jackson,5001,GU,DBP1,2/13/2019,1105188,HAA5,,=,6.29,5,49201
3146,MI0003470,Jackson,5001,GU,DBP1,2/13/2019,1105188,HAA5,,=,6.29,5,49203
3147,MI0003470,Jackson,5001,GU,DBP1,2/13/2019,1105188,HAA6Br,,=,12.309000000000001,5,49201
3148,MI0003470,Jackson,5001,GU,DBP1,2/13/2019,1105188,HAA6Br,,=,12.309000000000001,5,49203
3149,MI0003470,Jackson,5001,GU,DBP1,2/13/2019,1105188,HAA9,,=,14.311,5,49201
3150,MI0003470,Jackson,5001,GU,DBP1,2/13/2019,1105188,HAA9,,=,14.311,5,49203
3151,MI0003470,Jackson,5001,GU,DBP1,5/15/2019,1121593,HAA5,,=,12.195,5,49201
3152,MI0003470,Jackson,5001,GU,DBP1,5/15/2019,1121593,HAA5,,=,12.195,5,49203
3153,MI0003470,Jackson,5001,GU,DBP1,5/15/2019,1121593,HAA6Br,,=,11.370999999999999,5,49201
3154,MI0003470,Jackson,5001,GU,DBP1,5/15/2019,1121593,HAA6Br,,=,11.370999999999999,5,49203
3155,MI0003470,Jackson,5001,GU,DBP1,5/15/2019,1121593,HAA9,,=,19.377,5,49201
3156,MI0003470,Jackson,5001,GU,DBP1,5/15/2019,1121593,HAA9,,=,19.377,5,49203
3157,MI0003470,Jackson,5001,GU,DBP2,8/8/2018,1072589,HAA5,,=,6.593,5,49201
3158,MI0003470,Jackson,5001,GU,DBP2,8/8/2018,1072589,HAA5,,=,6.593,5,49203
3159,MI0003470,Jackson,5001,GU,DBP2,8/8/2018,1072589,HAA6Br,,=,12.777000000000001,5,49201
3160,MI0003470,Jackson,5001,GU,DBP2,8/8/2018,1072589,HAA6Br,,=,12.777000000000001,5,49203
3161,MI0003470,Jackson,5001,GU,DBP2,8/8/2018,1072589,HAA9,,=,14.769,5,49201
3162,MI0003470,Jackson,5001,GU,DBP2,8/8/2018,1072589,HAA9,,=,14.769,5,49203
3163,MI0003470,Jackson,5001,GU,DBP2,11/14/2018,1093291,HAA5,,=,7.9510000000000005,5,49201
3164,MI0003470,Jackson,5001,GU,DBP2,11/14/2018,1093291,HAA5,,=,7.9510000000000005,5,49203
3165,MI0003470,Jackson,5001,GU,DBP2,11/14/2018,1093291,HAA6Br,,=,16.149,5,49201
3166,MI0003470,Jackson,5001,GU,DBP2,11/14/2018,1093291,HAA6Br,,=,16.149,5,49203
3167,MI0003470,Jackson,5001,GU,DBP2,11/14/2018,1093291,HAA9,,=,19.009,5,49201
3168,MI0003470,Jackson,5001,GU,DBP2,11/14/2018,1093291,HAA9,,=,19.009,5,49203
3169,MI0003470,Jackson,5001,GU,DBP2,2/13/2019,1105189,HAA5,,=,6.343999999999999,5,49201
3170,MI0003470,Jackson,5001,GU,DBP2,2/13/2019,1105189,HAA5,,=,6.343999999999999,5,49203
3171,MI0003470,Jackson,5001,GU,DBP2,2/13/2019,1105189,HAA6Br,,=,11.892999999999999,5,49201
3172,MI0003470,Jackson,5001,GU,DBP2,2/13/2019,1105189,HAA6Br,,=,11.892999999999999,5,49203
3173,MI0003470,Jackson,5001,GU,DBP2,2/13/2019,1105189,HAA9,,=,13.887,5,49201
3174,MI0003470,Jackson,5001,GU,DBP2,2/13/2019,1105189,HAA9,,=,13.887,5,49203
3175,MI0003470,Jackson,5001,GU,DBP2,5/15/2019,1121594,HAA5,,=,11.499,5,49201
3176,MI0003470,Jackson,5001,GU,DBP2,5/15/2019,1121594,HAA5,,=,11.499,5,49203
3177,MI0003470,Jackson,5001,GU,DBP2,5/15/2019,1121594,HAA6Br,,=,10.44,5,49201
3178,MI0003470,Jackson,5001,GU,DBP2,5/15/2019,1121594,HAA6Br,,=,10.44,5,49203
3179,MI0003470,Jackson,5001,GU,DBP2,5/15/2019,1121594,HAA9,,=,18.076,5,49201
3180,MI0003470,Jackson,5001,GU,DBP2,5/15/2019,1121594,HAA9,,=,18.076,5,49203
3181,MI0003470,Jackson,5001,GU,DBP3,8/8/2018,1072590,HAA5,,=,6.037000000000001,5,49201
3182,MI0003470,Jackson,5001,GU,DBP3,8/8/2018,1072590,HAA5,,=,6.037000000000001,5,49203
3183,MI0003470,Jackson,5001,GU,DBP3,8/8/2018,1072590,HAA6Br,,=,12.196,5,49201
3184,MI0003470,Jackson,5001,GU,DBP3,8/8/2018,1072590,HAA6Br,,=,12.196,5,49203
3185,MI0003470,Jackson,5001,GU,DBP3,8/8/2018,1072590,HAA9,,=,13.839,5,49201
3186,MI0003470,Jackson,5001,GU,DBP3,8/8/2018,1072590,HAA9,,=,13.839,5,49203
3187,MI0003470,Jackson,5001,GU,DBP3,11/14/2018,1093292,HAA5,,=,7.122000000000001,5,49201
3188,MI0003470,Jackson,5001,GU,DBP3,11/14/2018,1093292,HAA5,,=,7.122000000000001,5,49203
3189,MI0003470,Jackson,5001,GU,DBP3,11/14/2018,1093292,HAA6Br,,=,12.552,5,49201
3190,MI0003470,Jackson,5001,GU,DBP3,11/14/2018,1093292,HAA6Br,,=,12.552,5,49203
3191,MI0003470,Jackson,5001,GU,DBP3,11/14/2018,1093292,HAA9,,=,15.075999999999999,5,49201
3192,MI0003470,Jackson,5001,GU,DBP3,11/14/2018,1093292,HAA9,,=,15.075999999999999,5,49203
3193,MI0003470,Jackson,5001,GU,DBP3,2/13/2019,1105190,HAA5,,=,5.519,5,49201
3194,MI0003470,Jackson,5001,GU,DBP3,2/13/2019,1105190,HAA5,,=,5.519,5,49203
3195,MI0003470,Jackson,5001,GU,DBP3,2/13/2019,1105190,HAA6Br,,=,10.238,5,49201
3196,MI0003470,Jackson,5001,GU,DBP3,2/13/2019,1105190,HAA6Br,,=,10.238,5,49203
3197,MI0003470,Jackson,5001,GU,DBP3,2/13/2019,1105190,HAA9,,=,12.182,5,49201
3198,MI0003470,Jackson,5001,GU,DBP3,2/13/2019,1105190,HAA9,,=,12.182,5,49203
3199,MI0003470,Jackson,5001,GU,DBP3,5/15/2019,1121595,HAA5,,=,10.655,5,49201
3200,MI0003470,Jackson,5001,GU,DBP3,5/15/2019,1121595,HAA5,,=,10.655,5,49203
3201,MI0003470,Jackson,5001,GU,DBP3,5/15/2019,1121595,HAA6Br,,=,9.46,5,49201
3202,MI0003470,Jackson,5001,GU,DBP3,5/15/2019,1121595,HAA6Br,,=,9.46,5,49203
3203,MI0003470,Jackson,5001,GU,DBP3,5/15/2019,1121595,HAA9,,=,16.612000000000002,5,49201
3204,MI0003470,Jackson,5001,GU,DBP3,5/15/2019,1121595,HAA9,,=,16.612000000000002,5,49203
3205,MI0003470,Jackson,5001,GU,DBP4,8/8/2018,1072591,HAA5,,=,7.375,5,49201
3206,MI0003470,Jackson,5001,GU,DBP4,8/8/2018,1072591,HAA5,,=,7.375,5,49203
3207,MI0003470,Jackson,5001,GU,DBP4,8/8/2018,1072591,HAA6Br,,=,16.223,5,49201
3208,MI0003470,Jackson,5001,GU,DBP4,8/8/2018,1072591,HAA6Br,,=,16.223,5,49203
3209,MI0003470,Jackson,5001,GU,DBP4,8/8/2018,1072591,HAA9,,=,18.272000000000002,5,49201
3210,MI0003470,Jackson,5001,GU,DBP4,8/8/2018,1072591,HAA9,,=,18.272000000000002,5,49203
3211,MI0003470,Jackson,5001,GU,DBP4,11/14/2018,1093293,HAA5,,=,8.01,5,49201
3212,MI0003470,Jackson,5001,GU,DBP4,11/14/2018,1093293,HAA5,,=,8.01,5,49203
3213,MI0003470,Jackson,5001,GU,DBP4,11/14/2018,1093293,HAA6Br,,=,16.424,5,49201
3214,MI0003470,Jackson,5001,GU,DBP4,11/14/2018,1093293,HAA6Br,,=,16.424,5,49203
3215,MI0003470,Jackson,5001,GU,DBP4,11/14/2018,1093293,HAA9,,=,19.33,5,49201
3216,MI0003470,Jackson,5001,GU,DBP4,11/14/2018,1093293,HAA9,,=,19.33,5,49203
3217,MI0003470,Jackson,5001,GU,DBP4,2/13/2019,1105191,HAA5,,=,5.742999999999999,5,49201
3218,MI0003470,Jackson,5001,GU,DBP4,2/13/2019,1105191,HAA5,,=,5.742999999999999,5,49203
3219,MI0003470,Jackson,5001,GU,DBP4,2/13/2019,1105191,HAA6Br,,=,10.901,5,49201
3220,MI0003470,Jackson,5001,GU,DBP4,2/13/2019,1105191,HAA6Br,,=,10.901,5,49203
3221,MI0003470,Jackson,5001,GU,DBP4,2/13/2019,1105191,HAA9,,=,12.794,5,49201
3222,MI0003470,Jackson,5001,GU,DBP4,2/13/2019,1105191,HAA9,,=,12.794,5,49203
3223,MI0003470,Jackson,5001,GU,DBP4,5/15/2019,1121596,HAA5,,=,11.71,5,49201
3224,MI0003470,Jackson,5001,GU,DBP4,5/15/2019,1121596,HAA5,,=,11.71,5,49203
3225,MI0003470,Jackson,5001,GU,DBP4,5/15/2019,1121596,HAA6Br,,=,11.179,5,49201
3226,MI0003470,Jackson,5001,GU,DBP4,5/15/2019,1121596,HAA6Br,,=,11.179,5,49203
3227,MI0003470,Jackson,5001,GU,DBP4,5/15/2019,1121596,HAA9,,=,18.548,5,49201
3228,MI0003470,Jackson,5001,GU,DBP4,5/15/2019,1121596,HAA9,,=,18.548,5,49203
3229,MI0003470,Jackson,5635,GU,TP001,2/13/2019,1105186,manganese,0.4,=,1.301,5,49201
3230,MI0003470,Jackson,5635,GU,TP001,2/13/2019,1105186,manganese,0.4,=,1.301,5,49203
3231,MI0003620,Kentwood,4915,SW,DBP4,4/1/2019,1112553,HAA5,,=,33.0325,5,49548
3232,MI0003620,Kentwood,4915,SW,DBP4,4/1/2019,1112553,HAA5,,=,33.0325,5,49508
3233,MI0003620,Kentwood,4915,SW,DBP4,4/1/2019,1112553,HAA6Br,,=,14.272,5,49548
3234,MI0003620,Kentwood,4915,SW,DBP4,4/1/2019,1112553,HAA6Br,,=,14.272,5,49508
3235,MI0003620,Kentwood,4915,SW,DBP4,4/1/2019,1112553,HAA9,,=,45.9005,5,49548
3236,MI0003620,Kentwood,4915,SW,DBP4,4/1/2019,1112553,HAA9,,=,45.9005,5,49508
3237,MI0003620,Kentwood,4915,SW,DBP4,7/10/2019,1133757,HAA5,,=,18.394000000000002,5,49548
3238,MI0003620,Kentwood,4915,SW,DBP4,7/10/2019,1133757,HAA5,,=,18.394000000000002,5,49508
