,PWSID,PWSName,FacilityID,FacilityWaterType,SamplePointID,CollectionDate,SampleID,Contaminant,MRL,AnalyticalResultsSign,AnalyticalResultValue,Region,ZIPCODE
0,MI0000012,Ada Township,20001,SW,EP1,3/5/2019,110900P,manganese,0.4,=,0.591,5,49301
1,MI0000012,Ada Township,30001,SW,DS1,3/5/2019,510901P,HAA5,,=,27.145,5,49301
2,MI0000012,Ada Township,30001,SW,DS1,3/5/2019,510901P,HAA6Br,,=,14.390999999999998,5,49301
3,MI0000012,Ada Township,30001,SW,DS1,3/5/2019,510901P,HAA9,,=,40.282,5,49301
4,MI0000012,Ada Township,30001,SW,DS1,6/3/2019,512505P,HAA5,,=,42.474,5,49301
5,MI0000012,Ada Township,30001,SW,DS1,6/3/2019,512505P,HAA6Br,,=,15.693,5,49301
6,MI0000012,Ada Township,30001,SW,DS1,6/3/2019,512505P,HAA9,,=,56.668,5,49301
7,MI0000012,Ada Township,30001,SW,DS2,3/5/2019,510902P,HAA5,,=,34.4365,5,49301
8,MI0000012,Ada Township,30001,SW,DS2,3/5/2019,510902P,HAA6Br,,=,15.485999999999999,5,49301
9,MI0000012,Ada Township,30001,SW,DS2,3/5/2019,510902P,HAA9,,=,48.6995,5,49301
10,MI0000012,Ada Township,30001,SW,DS2,6/3/2019,512506P,HAA5,,=,41.626999999999995,5,49301
11,MI0000012,Ada Township,30001,SW,DS2,6/3/2019,512506P,HAA6Br,,=,15.312999999999999,5,49301
12,MI0000012,Ada Township,30001,SW,DS2,6/3/2019,512506P,HAA9,,=,55.535,5,49301
13,MI0000130,Allen Park,4896,SW,DBP1,7/24/2018,35406391002SEH1,HAA5,,=,18.88,5,48101
14,MI0000130,Allen Park,4896,SW,DBP1,7/24/2018,35406391002SEH1,HAA6Br,,=,5.12,5,48101
15,MI0000130,Allen Park,4896,SW,DBP1,7/24/2018,35406391002SEH1,HAA9,,=,23.32,5,48101
16,MI0000130,Allen Park,4896,SW,DBP1,10/10/2018,A8J2112-01,HAA5,,=,12.07,5,48101
17,MI0000130,Allen Park,4896,SW,DBP1,10/10/2018,A8J2112-01,HAA6Br,,=,7.97,5,48101
18,MI0000130,Allen Park,4896,SW,DBP1,10/10/2018,A8J2112-01,HAA9,,=,19.47,5,48101
19,MI0000130,Allen Park,4896,SW,DBP1,11/26/2018,35433128002SEH3,HAA5,,=,16.7,5,48101
20,MI0000130,Allen Park,4896,SW,DBP1,11/26/2018,35433128002SEH3,HAA6Br,,=,8.2,5,48101
21,MI0000130,Allen Park,4896,SW,DBP1,11/26/2018,35433128002SEH3,HAA9,,=,24.9,5,48101
22,MI0000130,Allen Park,4896,SW,DBP1,3/4/2019,35451655002SEH4,HAA5,,=,11.1,5,48101
23,MI0000130,Allen Park,4896,SW,DBP1,3/4/2019,35451655002SEH4,HAA6Br,,=,7.38,5,48101
24,MI0000130,Allen Park,4896,SW,DBP1,3/4/2019,35451655002SEH4,HAA9,,=,17.48,5,48101
25,MI0000130,Allen Park,10897,SW,CC002,7/24/2018,35406391001SEA1,manganese,0.4,=,3.7,5,48101
26,MI0000130,Allen Park,10897,SW,CC002,10/10/2018,35423658001SEA2,manganese,0.4,=,1.3,5,48101
27,MI0000130,Allen Park,10897,SW,CC002,11/26/2018,35433128001SEA3,manganese,0.4,=,1.1,5,48101
28,MI0000130,Allen Park,10897,SW,CC002,3/4/2019,35451655001SEA4,manganese,0.4,=,1.5,5,48101
29,MI0000160,City of Alpena,4711,SW,DBP1,8/13/2019,1140650,HAA5,,=,11.294,5,49707
30,MI0000160,City of Alpena,4711,SW,DBP1,8/13/2019,1140650,HAA6Br,,=,2.885,5,49707
31,MI0000160,City of Alpena,4711,SW,DBP1,8/13/2019,1140650,HAA9,,=,14.179,5,49707
32,MI0000160,City of Alpena,4711,SW,DPD2,8/13/2019,1140651,HAA5,,=,9.495,5,49707
33,MI0000160,City of Alpena,4711,SW,DPD2,8/13/2019,1140651,HAA6Br,,=,2.93,5,49707
34,MI0000160,City of Alpena,4711,SW,DPD2,8/13/2019,1140651,HAA9,,=,12.425,5,49707
35,MI0000160,City of Alpena,6434,SW,TP100,8/13/2019,1140648,manganese,0.4,=,0.413,5,49707
36,MI0000220,Ann Arbor,5008,MX,DBP1,7/2/2018,3977953,HAA5,,=,5.959,5,48103
37,MI0000220,Ann Arbor,5008,MX,DBP1,7/2/2018,3977953,HAA6Br,,=,1.237,5,48103
38,MI0000220,Ann Arbor,5008,MX,DBP1,7/2/2018,3977953,HAA9,,=,6.777,5,48103
39,MI0000220,Ann Arbor,5008,MX,DBP1,10/10/2018,4085478,HAA5,,=,4.97,5,48103
40,MI0000220,Ann Arbor,5008,MX,DBP1,10/10/2018,4085478,HAA6Br,,=,0.6459999999999999,5,48103
41,MI0000220,Ann Arbor,5008,MX,DBP1,10/10/2018,4085478,HAA9,,=,5.6160000000000005,5,48103
42,MI0000220,Ann Arbor,5008,MX,DBP1,1/9/2019,4168798,HAA5,,=,2.93,5,48103
43,MI0000220,Ann Arbor,5008,MX,DBP1,1/9/2019,4168798,HAA6Br,,=,1.003,5,48103
44,MI0000220,Ann Arbor,5008,MX,DBP1,1/9/2019,4168798,HAA9,,=,3.593,5,48103
45,MI0000220,Ann Arbor,5008,MX,DBP1,4/3/2019,4249143,HAA5,,=,2.62,5,48103
46,MI0000220,Ann Arbor,5008,MX,DBP1,4/3/2019,4249143,HAA6Br,,=,0.856,5,48103
47,MI0000220,Ann Arbor,5008,MX,DBP1,4/3/2019,4249143,HAA9,,=,3.4760000000000004,5,48103
48,MI0000220,Ann Arbor,5008,MX,DBP2,7/2/2018,3977951,HAA5,,=,5.865,5,48103
49,MI0000220,Ann Arbor,5008,MX,DBP2,7/2/2018,3977951,HAA6Br,,=,1.24,5,48103
50,MI0000220,Ann Arbor,5008,MX,DBP2,7/2/2018,3977951,HAA9,,=,6.72,5,48103
51,MI0000220,Ann Arbor,5008,MX,DBP2,10/10/2018,4085479,HAA5,,=,4.94,5,48103
52,MI0000220,Ann Arbor,5008,MX,DBP2,10/10/2018,4085479,HAA6Br,,=,0.6679999999999999,5,48103
53,MI0000220,Ann Arbor,5008,MX,DBP2,10/10/2018,4085479,HAA9,,=,5.608,5,48103
54,MI0000220,Ann Arbor,5008,MX,DBP2,1/9/2019,4168799,HAA5,,=,2.224,5,48103
55,MI0000220,Ann Arbor,5008,MX,DBP2,1/9/2019,4168799,HAA6Br,,=,0.992,5,48103
56,MI0000220,Ann Arbor,5008,MX,DBP2,1/9/2019,4168799,HAA9,,=,2.822,5,48103
57,MI0000220,Ann Arbor,5008,MX,DBP2,4/3/2019,4249144,HAA5,,=,1.58,5,48103
58,MI0000220,Ann Arbor,5008,MX,DBP2,4/3/2019,4249144,HAA6Br,,=,0.615,5,48103
59,MI0000220,Ann Arbor,5008,MX,DBP2,4/3/2019,4249144,HAA9,,=,2.195,5,48103
60,MI0000220,Ann Arbor,5008,MX,DBP3,7/2/2018,3977954,HAA5,,=,4.308,5,48103
61,MI0000220,Ann Arbor,5008,MX,DBP3,7/2/2018,3977954,HAA6Br,,=,1.556,5,48103
62,MI0000220,Ann Arbor,5008,MX,DBP3,7/2/2018,3977954,HAA9,,=,5.436,5,48103
63,MI0000220,Ann Arbor,5008,MX,DBP3,10/10/2018,4085480,HAA5,,=,4.18,5,48103
64,MI0000220,Ann Arbor,5008,MX,DBP3,10/10/2018,4085480,HAA6Br,,=,0.635,5,48103
65,MI0000220,Ann Arbor,5008,MX,DBP3,10/10/2018,4085480,HAA9,,=,4.815,5,48103
66,MI0000220,Ann Arbor,5008,MX,DBP3,1/9/2019,4168800,HAA5,,=,2.228,5,48103
67,MI0000220,Ann Arbor,5008,MX,DBP3,1/9/2019,4168800,HAA6Br,,=,1.119,5,48103
68,MI0000220,Ann Arbor,5008,MX,DBP3,1/9/2019,4168800,HAA9,,=,2.909,5,48103
69,MI0000220,Ann Arbor,5008,MX,DBP3,4/3/2019,4249145,HAA5,,=,1.65,5,48103
70,MI0000220,Ann Arbor,5008,MX,DBP3,4/3/2019,4249145,HAA6Br,,=,0.7140000000000001,5,48103
71,MI0000220,Ann Arbor,5008,MX,DBP3,4/3/2019,4249145,HAA9,,=,2.364,5,48103
72,MI0000220,Ann Arbor,5008,MX,DBP4,7/2/2018,3977952,HAA5,,=,7.292000000000001,5,48103
73,MI0000220,Ann Arbor,5008,MX,DBP4,7/2/2018,3977952,HAA6Br,,=,1.749,5,48103
74,MI0000220,Ann Arbor,5008,MX,DBP4,7/2/2018,3977952,HAA9,,=,8.609,5,48103
75,MI0000220,Ann Arbor,5008,MX,DBP4,10/10/2018,4085481,HAA5,,=,3.84,5,48103
76,MI0000220,Ann Arbor,5008,MX,DBP4,10/10/2018,4085481,HAA6Br,,=,0.51,5,48103
77,MI0000220,Ann Arbor,5008,MX,DBP4,10/10/2018,4085481,HAA9,,=,4.35,5,48103
78,MI0000220,Ann Arbor,5008,MX,DBP4,1/9/2019,4168801,HAA5,,=,3.142,5,48103
79,MI0000220,Ann Arbor,5008,MX,DBP4,1/9/2019,4168801,HAA6Br,,=,0.914,5,48103
80,MI0000220,Ann Arbor,5008,MX,DBP4,1/9/2019,4168801,HAA9,,=,3.734,5,48103
81,MI0000220,Ann Arbor,5008,MX,DBP4,4/3/2019,4249146,HAA5,,=,2.91,5,48103
82,MI0000220,Ann Arbor,5008,MX,DBP4,4/3/2019,4249146,HAA6Br,,=,0.9279999999999999,5,48103
83,MI0000220,Ann Arbor,5008,MX,DBP4,4/3/2019,4249146,HAA9,,=,3.838,5,48103
84,MI0000220,Ann Arbor,5013,MX,TP001,7/2/2018,3977945,manganese,0.4,=,1.61,5,48103
85,MI0000220,Ann Arbor,5013,MX,TP001,10/10/2018,4085472,manganese,0.4,=,0.8959999999999999,5,48103
86,MI0000220,Ann Arbor,5013,MX,TP001,1/9/2019,4168794,manganese,0.4,=,0.5760000000000001,5,48103
87,MI0000220,Ann Arbor,5013,MX,TP001,4/3/2019,4249147,manganese,0.4,=,0.602,5,48103
88,MI0000250,Village of Ashley,20001,GW,EP1,2/6/2018,100551P,manganese,0.4,=,32.917,5,48806
89,MI0000250,Village of Ashley,20001,GW,EP1,8/14/2018,107241Q,manganese,0.4,=,124.26,5,48806
90,MI0000250,Village of Ashley,30001,GW,DS1,2/6/2018,500552P,HAA5,,=,2.8480000000000003,5,48806
91,MI0000250,Village of Ashley,30001,GW,DS1,2/6/2018,500552P,HAA6Br,,=,3.418,5,48806
92,MI0000250,Village of Ashley,30001,GW,DS1,2/6/2018,500552P,HAA9,,=,3.7960000000000003,5,48806
93,MI0000250,Village of Ashley,30001,GW,DS1,10/3/2018,508947R,HAA5,,=,2.886,5,48806
94,MI0000250,Village of Ashley,30001,GW,DS1,10/3/2018,508947R,HAA6Br,,=,4.84,5,48806
95,MI0000250,Village of Ashley,30001,GW,DS1,10/3/2018,508947R,HAA9,,=,5.152,5,48806
96,MI0000450,Battle Creek - Verona,4402,GW,DBP1,12/5/2018,1095956,HAA5,,=,12.482999999999999,5,49014
97,MI0000450,Battle Creek - Verona,4402,GW,DBP1,12/5/2018,1095956,HAA6Br,,=,19.114,5,49014
98,MI0000450,Battle Creek - Verona,4402,GW,DBP1,12/5/2018,1095956,HAA9,,=,26.97,5,49014
99,MI0000450,Battle Creek - Verona,4402,GW,DBP1,6/24/2019,1130118,HAA5,,=,8.865,5,49014
100,MI0000450,Battle Creek - Verona,4402,GW,DBP1,6/24/2019,1130118,HAA6Br,,=,13.677999999999999,5,49014
101,MI0000450,Battle Creek - Verona,4402,GW,DBP1,6/24/2019,1130118,HAA9,,=,18.45,5,49014
102,MI0000450,Battle Creek - Verona,4402,GW,DBP2,12/5/2018,1095957,HAA5,,=,10.485999999999999,5,49014
103,MI0000450,Battle Creek - Verona,4402,GW,DBP2,12/5/2018,1095957,HAA6Br,,=,16.143,5,49014
104,MI0000450,Battle Creek - Verona,4402,GW,DBP2,12/5/2018,1095957,HAA9,,=,22.754,5,49014
105,MI0000450,Battle Creek - Verona,4402,GW,DBP2,6/24/2019,1130119,HAA5,,=,8.906,5,49014
106,MI0000450,Battle Creek - Verona,4402,GW,DBP2,6/24/2019,1130119,HAA6Br,,=,13.954,5,49014
107,MI0000450,Battle Creek - Verona,4402,GW,DBP2,6/24/2019,1130119,HAA9,,=,18.418,5,49014
108,MI0000450,Battle Creek - Verona,6222,GW,TP101,12/5/2018,1095955,manganese,0.4,=,8.429,5,49014
109,MI0000450,Battle Creek - Verona,6222,GW,TP101,6/24/2019,1130117,manganese,0.4,=,53.29,5,49014
110,MI0000470,City of Bay City,4669,SW,DBP1,1/17/2018,3854455,HAA5,,=,13.62,5,48708
111,MI0000470,City of Bay City,4669,SW,DBP1,1/17/2018,3854455,HAA6Br,,=,4.85,5,48708
112,MI0000470,City of Bay City,4669,SW,DBP1,1/17/2018,3854455,HAA9,,=,18.47,5,48708
113,MI0000470,City of Bay City,4669,SW,DBP1,4/18/2018,3915611,HAA5,,=,21.1,5,48708
114,MI0000470,City of Bay City,4669,SW,DBP1,4/18/2018,3915611,HAA6Br,,=,5.9,5,48708
115,MI0000470,City of Bay City,4669,SW,DBP1,4/18/2018,3915611,HAA9,,=,27.0,5,48708
116,MI0000470,City of Bay City,4669,SW,DBP1,9/25/2018,4068969,HAA5,,=,19.68,5,48708
117,MI0000470,City of Bay City,4669,SW,DBP1,9/25/2018,4068969,HAA6Br,,=,2.45,5,48708
118,MI0000470,City of Bay City,4669,SW,DBP1,9/25/2018,4068969,HAA9,,=,22.13,5,48708
119,MI0000470,City of Bay City,4669,SW,DBP1,10/11/2018,4087190,HAA5,,=,17.46,5,48708
120,MI0000470,City of Bay City,4669,SW,DBP1,10/11/2018,4087190,HAA6Br,,=,4.27,5,48708
121,MI0000470,City of Bay City,4669,SW,DBP1,10/11/2018,4087190,HAA9,,=,21.73,5,48708
122,MI0000470,City of Bay City,4669,SW,DBP2,1/17/2018,3854456,HAA5,,=,10.42,5,48708
123,MI0000470,City of Bay City,4669,SW,DBP2,1/17/2018,3854456,HAA6Br,,=,4.28,5,48708
124,MI0000470,City of Bay City,4669,SW,DBP2,1/17/2018,3854456,HAA9,,=,14.7,5,48708
125,MI0000470,City of Bay City,4669,SW,DBP2,4/18/2018,3915612,HAA5,,=,29.3,5,48708
126,MI0000470,City of Bay City,4669,SW,DBP2,4/18/2018,3915612,HAA6Br,,=,6.38,5,48708
127,MI0000470,City of Bay City,4669,SW,DBP2,4/18/2018,3915612,HAA9,,=,35.68,5,48708
128,MI0000470,City of Bay City,4669,SW,DBP2,7/25/2018,4000952,HAA5,,=,28.8,5,48708
129,MI0000470,City of Bay City,4669,SW,DBP2,7/25/2018,4000952,HAA6Br,,=,5.07,5,48708
130,MI0000470,City of Bay City,4669,SW,DBP2,7/25/2018,4000952,HAA9,,=,33.87,5,48708
131,MI0000470,City of Bay City,4669,SW,DBP2,10/11/2018,4087191,HAA5,,=,23.2,5,48708
132,MI0000470,City of Bay City,4669,SW,DBP2,10/11/2018,4087191,HAA6Br,,=,6.65,5,48708
133,MI0000470,City of Bay City,4669,SW,DBP2,10/11/2018,4087191,HAA9,,=,29.85,5,48708
134,MI0000630,Berkley,4870,SW,DBP1,5/9/2019,9053673-01A,HAA5,,=,8.87,5,48072
135,MI0000630,Berkley,4870,SW,DBP1,5/9/2019,9053673-01A,HAA6Br,,=,4.72,5,48072
136,MI0000630,Berkley,4870,SW,DBP1,5/9/2019,9053673-01A,HAA9,,=,13.59,5,48072
137,MI0000630,Berkley,4870,SW,DBP2,5/9/2019,9053673-02A,HAA5,,=,8.61,5,48072
138,MI0000630,Berkley,4870,SW,DBP2,5/9/2019,9053673-02A,HAA6Br,,=,4.51,5,48072
139,MI0000630,Berkley,4870,SW,DBP2,5/9/2019,9053673-02A,HAA9,,=,13.12,5,48072
140,MI0000630,Berkley,5089,SW,CC001,2/20/2019,35449502001SEA2,manganese,0.4,=,0.52,5,48072
141,MI0000710,Big Rapids,4715,GW,DBP1,7/16/2018,3990527,HAA5,,=,3.4,5,49307
142,MI0000710,Big Rapids,4715,GW,DBP1,7/16/2018,3990527,HAA6Br,,=,0.389,5,49307
143,MI0000710,Big Rapids,4715,GW,DBP1,7/16/2018,3990527,HAA9,,=,3.7889999999999997,5,49307
144,MI0000710,Big Rapids,4715,GW,DBP1,1/8/2019,4168288,HAA5,,=,4.26,5,49307
145,MI0000710,Big Rapids,4715,GW,DBP1,1/8/2019,4168288,HAA6Br,,=,1.135,5,49307
146,MI0000710,Big Rapids,4715,GW,DBP1,1/8/2019,4168288,HAA9,,=,5.395,5,49307
147,MI0000710,Big Rapids,4715,GW,DBP2,7/16/2018,3990528,HAA5,,=,7.52,5,49307
148,MI0000710,Big Rapids,4715,GW,DBP2,7/16/2018,3990528,HAA6Br,,=,1.7619999999999998,5,49307
149,MI0000710,Big Rapids,4715,GW,DBP2,7/16/2018,3990528,HAA9,,=,9.282,5,49307
150,MI0000710,Big Rapids,4715,GW,DBP2,1/8/2019,4168289,HAA5,,=,3.53,5,49307
151,MI0000710,Big Rapids,4715,GW,DBP2,1/8/2019,4168289,HAA6Br,,=,1.048,5,49307
152,MI0000710,Big Rapids,4715,GW,DBP2,1/8/2019,4168289,HAA9,,=,4.578,5,49307
153,MI0000730,Birmingham,4866,SW,DBP4,3/13/2019,35454521001SEH1,HAA5,,=,11.6,5,48009
154,MI0000730,Birmingham,4866,SW,DBP4,3/13/2019,35454521001SEH1,HAA6Br,,=,6.53,5,48009
155,MI0000730,Birmingham,4866,SW,DBP4,3/13/2019,35454521001SEH1,HAA9,,=,17.13,5,48009
156,MI0000730,Birmingham,4866,SW,DBP4,6/12/2019,35475462002SEH2,HAA5,,=,13.04,5,48009
157,MI0000730,Birmingham,4866,SW,DBP4,6/12/2019,35475462002SEH2,HAA6Br,,=,5.64,5,48009
158,MI0000730,Birmingham,4866,SW,DBP4,6/12/2019,35475462002SEH2,HAA9,,=,18.24,5,48009
159,MI0000730,Birmingham,5092,SW,CC001,3/13/2019,35454521002SEA1,manganese,0.4,=,0.75,5,48009
160,MI0000730,Birmingham,5092,SW,CC001,6/12/2019,35475462001SEA2,manganese,0.4,=,0.8,5,48009
161,MI0000815,Boyne Mountain Resort,20001,GW,EP1,3/18/2019,110904P,manganese,0.4,=,3.2,5,49713
162,MI0000815,Boyne Mountain Resort,30001,GW,DS1,3/18/2019,510905P,HAA5,,=,0.0,5,49713
163,MI0000815,Boyne Mountain Resort,30001,GW,DS1,3/18/2019,510905P,HAA6Br,,=,0.0,5,49713
164,MI0000815,Boyne Mountain Resort,30001,GW,DS1,3/18/2019,510905P,HAA9,,=,0.0,5,49713
165,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA5,,=,20.0,5,48509
166,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA5,,=,20.0,5,48529
167,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA5,,=,20.0,5,48519
168,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA6Br,,=,8.1,5,48509
169,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA6Br,,=,8.1,5,48529
170,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA6Br,,=,8.1,5,48519
171,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA9,,=,27.5,5,48509
172,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA9,,=,27.5,5,48529
173,MI0001010,City of Burton,4740,SW,DBP1,3/27/2018,200490797,HAA9,,=,27.5,5,48519
174,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA5,,=,16.5,5,48509
175,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA5,,=,16.5,5,48529
176,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA5,,=,16.5,5,48519
177,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA6Br,,=,6.4,5,48509
178,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA6Br,,=,6.4,5,48529
179,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA6Br,,=,6.4,5,48519
180,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA9,,=,22.4,5,48509
181,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA9,,=,22.4,5,48529
182,MI0001010,City of Burton,4740,SW,DBP1,9/11/2018,200505131A,HAA9,,=,22.4,5,48519
183,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA5,,=,12.3,5,48509
184,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA5,,=,12.3,5,48529
185,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA5,,=,12.3,5,48519
186,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA6Br,,=,6.8,5,48509
187,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA6Br,,=,6.8,5,48529
188,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA6Br,,=,6.8,5,48519
189,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA9,,=,18.6,5,48509
190,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA9,,=,18.6,5,48529
191,MI0001010,City of Burton,4740,SW,DBP1,12/17/2018,200516616A,HAA9,,=,18.6,5,48519
192,MI0001010,City of Burton,5264,SW,CC007,9/11/2018,2338199001,manganese,0.4,=,21.6,5,48509
193,MI0001010,City of Burton,5264,SW,CC007,9/11/2018,2338199001,manganese,0.4,=,21.6,5,48529
194,MI0001010,City of Burton,5264,SW,CC007,9/11/2018,2338199001,manganese,0.4,=,21.6,5,48519
195,MI0001010,City of Burton,5264,SW,CC007,12/17/2018,3007302001,manganese,0.4,=,5.5,5,48509
196,MI0001010,City of Burton,5264,SW,CC007,12/17/2018,3007302001,manganese,0.4,=,5.5,5,48529
197,MI0001010,City of Burton,5264,SW,CC007,12/17/2018,3007302001,manganese,0.4,=,5.5,5,48519
198,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA5,,=,43.2265,5,49418
199,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA5,,=,43.2265,5,49512
200,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA5,,=,43.2265,5,49548
201,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA5,,=,43.2265,5,49315
202,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA5,,=,43.2265,5,49316
203,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA5,,=,43.2265,5,49348
204,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA5,,=,43.2265,5,49508
205,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA5,,=,43.2265,5,49519
206,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA6Br,,=,19.703,5,49418
207,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA6Br,,=,19.703,5,49512
208,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA6Br,,=,19.703,5,49548
209,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA6Br,,=,19.703,5,49315
210,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA6Br,,=,19.703,5,49316
211,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA6Br,,=,19.703,5,49348
212,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA6Br,,=,19.703,5,49508
213,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA6Br,,=,19.703,5,49519
214,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA9,,=,61.0525,5,49418
215,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA9,,=,61.0525,5,49512
216,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA9,,=,61.0525,5,49548
217,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA9,,=,61.0525,5,49315
218,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA9,,=,61.0525,5,49316
219,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA9,,=,61.0525,5,49348
220,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA9,,=,61.0525,5,49508
221,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,5/7/2018,1054205,HAA9,,=,61.0525,5,49519
222,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA5,,=,38.253,5,49418
223,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA5,,=,38.253,5,49512
224,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA5,,=,38.253,5,49548
225,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA5,,=,38.253,5,49315
226,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA5,,=,38.253,5,49316
227,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA5,,=,38.253,5,49348
228,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA5,,=,38.253,5,49508
229,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA5,,=,38.253,5,49519
230,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA6Br,,=,14.652000000000001,5,49418
231,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA6Br,,=,14.652000000000001,5,49512
232,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA6Br,,=,14.652000000000001,5,49548
233,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA6Br,,=,14.652000000000001,5,49315
234,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA6Br,,=,14.652000000000001,5,49316
235,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA6Br,,=,14.652000000000001,5,49348
236,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA6Br,,=,14.652000000000001,5,49508
237,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA6Br,,=,14.652000000000001,5,49519
238,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA9,,=,50.784,5,49418
239,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA9,,=,50.784,5,49512
240,MI0001023,Byron-Gaines Utility Authority,4859,SW,DBPR1,9/11/2018,1079698,HAA9,,=,50.784,5,49548
